CodigoMateria,Identificacao,Ementa,Data,IndicadorAutorPrincipal,CodigoParlamentar,interesse,justificativa_interesse
101333,PLS 436/2011,"Altera a Lei nº 8.742, de 7 de dezembro de 1993 - Lei Orgânica da Assistência Social -, para definir o termo ""situação de vulnerabilidade temporária"" de que trata o seu art. 22.",2011-08-02,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101353,PLS 443/2011,"Altera a Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), para garantir à mulher vítima de violência doméstica o recebimento de benefício eventual e a Lei nº 8.742, de 7 de dezembro de 1993 (Lei Orgânica da Assistência Social), para definir o termo ""situação de vulnerabilidade temporária"" de que trata o seu art. 22.",2011-08-03,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101470,PLS 458/2011,"Altera a Lei nº 9.636, de 15 de maio de 1998, para prever, na permissão de uso não gratuita de áreas públicas da União, a obrigatoriedade de reserva de ingressos para distribuição gratuita a entidades de assistência social.",2011-08-09,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101475,PLS 461/2011,"Altera a Lei nº 6.360, de 23 de setembro de 1976, que dispõe sobre a vigilância sanitária a que ficam sujeitos os medicamentos, as drogas, os insumos farmacêuticos e correlatos, cosméticos, saneantes e outros produtos, e dá outras providências, para estabelecer medidas que inibam erros de dispensação e de administração e uso equivocado de medicamentos, drogas e produtos correlatos.",2011-08-09,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101580,PLS 475/2011,"Altera a Lei nº 9.656, de 3 de junho de 1998, para estabelecer princípios a serem observados na atenção à saúde prestada no âmbito dos planos privados de assistência à saúde e explicitar a competência da Agência Nacional de Saúde Suplementar para elaborar Rol de Procedimentos e Eventos em Saúde como referência para a cobertura assistência mínima no âmbito desses planos.",2011-08-15,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101582,PLS 476/2011,"Estabelece medida cautelar de interesse público de suspensão das atividades de estabelecimento empresarial envolvido na falsificação, adulteração ou alteração, entre outras práticas, de combustíveis e lubrificantes, e define outras providências.",2011-08-15,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101646,PLS 485/2011,"Acrescenta o art. 5º-A à Lei nº 8.666, de 21 de junho de 1993, para vedar a contratação com a administração pública de pessoas ou empresas cujos sócios tenham relações de parentesco ou união estável com servidor ocupante de cargo em comissão em órgão ou entidade pública, na mesma área de atuação.",2011-08-17,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101713,PLS 504/2011,"Altera o parágrafo único do art. 25 da Lei nº. 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação), para estabelecer o número máximo de alunos por turma na pré-escola e no ensino fundamental e médio.",2011-08-23,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101716,PLS 507/2011,"Altera a Lei nº 8.069, de 13 de julho de 1990 - Estatuto da Criança e do Adolescente, para estabelecer prioridade absoluta no julgamento dos crimes envolvendo violência sexual contra crianças ou adolescentes.",2011-08-23,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101717,PLS 508/2011,"Acrescenta os arts. 242-A e 258-C na Lei nº 8.069, de 13 de julho de 1990 - Estatuto da Criança e do Adolescente, para tornar crime a venda de bebidas alcoólicas a menores de dezoito anos, e dá outras providências.",2011-08-23,Sim,5008,5,Autor principal da matéria há mais de 3 ano
101803,PLS 519/2011,"Acrescenta parágrafo único ao art. 4º da Lei nº 4.898, de 9 de dezembro de 1965, para estabelecer que a apresentação de preso provisório aos meios de comunicação de massa, com o intuito de expô-lo a vexame, configura abuso de autoridade.",2011-08-29,Sim,5008,5,Autor principal da matéria há mais de 3 ano
102279,PLS 562/2011,"Acrescenta parágrafo único ao art. 155 da Lei nº 8.112, de 11 de dezembro de 1990, que dispõe para prever a possibilidade de o presidente da comissão de processo disciplinar solicitar cópias de peças probatórias constantes do processo penal correspondente.",2011-09-14,Sim,5008,5,Autor principal da matéria há mais de 3 ano
102383,PLS 584/2011,"Altera a Lei nº 8.666, de 21 de junho de 1993, que regulamenta o art. 37, inciso XXI, da Constituição Federal, institui normas para licitações e contratos da Administração Pública e dá outras providências, pela inclusão do art. 49-A, para determinar que o objeto da licitação somente poderá ser adjudicado para licitante que comprovar, por meio de certidões emitidas pela junta comercial, que nenhum dos seus sócios ou seus parentes até o terceiro grau integrava o quadro societário de outra empresa que tenha participado do certame, nos momentos da abertura do procedimento licitatório, da apresentação das propostas e do julgamento, e dá outras providências.",2011-09-19,Sim,5008,5,Autor principal da matéria há mais de 3 ano
102722,PLS 627/2011,Dispõe sobre o serviço de guarda de valores e objetos em cofres bancários.,2011-10-05,Sim,5008,5,Autor principal da matéria há mais de 3 ano
102905,PLS 640/2011,"Altera a Lei nº 10.671, de 15 de maio de 2003, que dispõe sobre o Estatuto de Defesa do Torcedor e dá outras providências, para determinar a obrigatoriedade de disponibilização de unidade de tratamento intensivo móvel (UTI móvel) durante as competições.",2011-10-18,Sim,5008,5,Autor principal da matéria há mais de 3 ano
102906,PLS 641/2011,"Autoriza a fixação, em endereço residencial, da sede de empresa que opera por meio exclusivamente virtual.",2011-10-18,Sim,5008,5,Autor principal da matéria há mais de 3 ano
102987,PLS 650/2011,"Altera o parágrafo único do art. 73 da Lei nº 11.977, de 7 de julho de 2009, para tornar obrigatório, no âmbito do Programa Minha Casa Minha Vida - PMCMV, o atendimento de demandas de acessibilidade por parte de beneficiários idosos ou com deficiência.",2011-10-25,Sim,5008,5,Autor principal da matéria há mais de 3 ano
103121,PLS 669/2011,Institui a obrigatoriedade da discriminação do valor dos produtos pré-medidos em razão do conteúdo expresso na embalagem e dá outras providências.,2011-11-08,Sim,5008,5,Autor principal da matéria há mais de 3 ano
103340,PLS 694/2011,Altera o Código de Processo Penal para prever que a autoridade policial não deverá efetuar prisão em flagrante quando verificada excludente de ilicitude.,2011-11-22,Sim,5008,5,Autor principal da matéria há mais de 3 ano
104073,PLS 4/2012,Altera os Códigos Penal e de Processo Penal para prever e regular o ato de indiciamento e inseri-lo no rol das causas interruptivas da prescrição.,2012-02-07,Sim,5008,5,Autor principal da matéria há mais de 3 ano
104714,PLS 66/2012,Obriga o concessionário de veículo automotor a notificar pessoalmente o proprietário do veículo objeto de recall e a ofertar gratuitamente o reparo do vício constatado pelo recall sempre que o proprietário do veículo automotor solicitar qualquer serviço ao concessionário.,2012-03-22,Sim,5008,5,Autor principal da matéria há mais de 3 ano
108636,PLS 404/2012,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para tornar obrigatório o uso do colete inflável de proteção (colete “airbag”) por condutores de motocicletas e assemelhados, e a Lei nº 10.865, de 30 de abril de 2004, para conceder benefícios fiscais referentes ao Imposto sobre Produtos Industrializados, ao Imposto de Importação, à Contribuição para o PIS/PASEP e à Contribuição para o Financiamento da Seguridade Social incidentes sobre operações com esses produtos, suas partes e acessórios.",2012-11-07,Sim,5008,5,Autor principal da matéria há mais de 3 ano
108687,PLS 406/2012,"Confere prioridade aos inquéritos e ações penais nos delitos de peculato, concussão, corrupção passiva e corrupção ativa como crimes hediondos e estabelece regras para a obtenção da prova.",2012-11-08,Sim,5008,5,Autor principal da matéria há mais de 3 ano
111798,PLS 91/2013,Dispõe sobre o Cadastro Nacional de Transferência de Imóveis.,2013-03-20,Sim,5008,5,Autor principal da matéria há mais de 3 ano
111799,PLS 92/2013,"Altera o art. 134 da Lei nº 5.869, de 11 de janeiro de 1973, para impedir o exercício da advocacia perante os tribunais compostos por magistrados que sejam parentes do advogado postulante.",2013-03-20,Sim,5008,5,Autor principal da matéria há mais de 3 ano
114423,PLS 381/2013,"Altera a Lei nº 7.565, de 19 de dezembro de 1986 (Código Brasileiro de Aeronáutica), para dispor sobre o atendimento do passageiro com necessidade de assistência especial.",2013-09-18,Sim,5008,5,Autor principal da matéria há mais de 3 ano
115225,PLS 477/2013,Estabelece normas gerais em contratos de seguro privado.,2013-11-12,Sim,5008,5,Autor principal da matéria há mais de 3 ano
116214,PLS 47/2014,Proíbe a distribuição de animais a título de sorteio ou brinde.,2014-02-19,Sim,5008,5,Autor principal da matéria há mais de 3 ano
117033,PLS 139/2014,"Altera o art. 25 da Lei nº 10.826, de 22 de dezembro de 2003 (Estatuto do Desarmamento), para prever a competência da Polícia Federal para destruir ou doar armas de fogo de uso permitido, e dá outras providências.",2014-04-23,Sim,5008,5,Autor principal da matéria há mais de 3 ano
117125,PLS 144/2014,"Acrescenta inciso XII e parágrafo único ao art. 24 da Lei nº 9.504, de 30 de setembro de 1997, que estabelece normas para as eleições, para vedar as doações de empresas com contrato de publicidade oficial com a Administração direta ou indireta da União, dos Estados do Distrito Federal ou dos Municípios.",2014-04-29,Sim,5008,5,Autor principal da matéria há mais de 3 ano
118527,PLS 259/2014,"Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências, para regular as atividades de observadores de atletas e as atividades-teste de recrutamento de atletas em formação.",2014-09-02,Sim,5008,5,Autor principal da matéria há mais de 3 ano
119722,PLS 35/2015,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal – para prever o crime de enriquecimento ilícito.",2015-02-24,Sim,5008,5,Autor principal da matéria há mais de 3 ano
119855,PLS 81/2015,"Altera a Lei nº 9.294, de 15 de julho de 1996, que dispõe sobre as restrições ao uso e à propaganda de produtos fumígeros, bebidas alcoólicas, medicamentos, terapias e defensivos agrícolas, nos termos do § 4° do art. 220 da Constituição Federal, para proibir o fumo no interior de veículo automotor no qual trafegue passageiro com idade inferior a 18 anos.",2015-03-03,Sim,5008,5,Autor principal da matéria há mais de 3 ano
119893,PLS 87/2015,"Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), para vedar expressamente a transferência da responsabilidade pela cobrança da dívida ativa dos entes federados a pessoas físicas ou a pessoas jurídicas de direito privado.",2015-03-04,Sim,5008,5,Autor principal da matéria há mais de 3 ano
119915,PLS 90/2015,"Altera as Leis nº 10.741, de 1º de outubro de 2003 (Estatuto do Idoso), nº 8.069, de 13 de julho de 1.990 (Estatuto da Criança e do Adolescente), e nº 11.340, de 7 de agosto de 2.006 (Lei Maria da Penha), para aprimorar os mecanismos de proteção às pessoas em situação de vulnerabilidade.",2015-03-04,Sim,5008,5,Autor principal da matéria há mais de 3 ano
119916,PLS 89/2015,"Altera a Lei nº 9.807, de 13 de julho de 1999, para criar mecanismos de proteção às vítimas e testemunhas vulneráveis.",2015-03-04,Sim,5008,5,Autor principal da matéria há mais de 3 ano
121074,PLS 276/2015,"Altera a Lei nº 11.903, de 14 de janeiro de 2009, para aumentar os prazos de implantação do Sistema Nacional de Controle de Medicamentos.",2015-05-06,Sim,5008,5,Autor principal da matéria há mais de 3 ano
121594,PLS 341/2015,"Acrescenta o §5º na lei 8.904 de 04 de julho de 1.994, que dispõe sobre o Estatuto da Advocacia e da Ordem dos Advogados do Brasil, regulamentando e extinguindo taxas de inscrição para a realização do exame de ordem da OAB.",2015-06-03,Não,5008,3,Co-autor da matéria há mais de 3 anos
99654,PLS 133/2011,"Altera a redação dos artigos 60, 69, 73 e 74, da Lei nº. 9.099, de 26 de setembro de 1995, que dispõe sobre os Juizados Especiais Cíveis e Criminais, possibilitando a composição preliminar dos danos oriundos de conflitos decorrentes dos crimes de menor potencial ofensivo.",2011-03-31,Sim,5008,5,Autor principal da matéria há mais de 3 ano
99907,PLS 162/2011,Institui a Política Nacional de Combate à Pirataria de Produtos Submetidos à Vigilância Sanitária.,2011-04-13,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100022,PLS 198/2011,"Altera o art. 16 da Lei nº 8.429, de 2 de junho de 1992, para regular aspectos processuais da medida de indisponibilidade de bens.",2011-04-27,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100023,PLS 199/2011,"Dispõe sobre o sigilo de informações, dados e documentos nas investigações policiais e dá outras providências.",2011-04-27,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100291,PLS 264/2011,"Altera a Lei nº 7.565, de 19 de dezembro de 1986 (Código Brasileiro de Aeronáutica), para dispor sobre a assistência devida aos passageiros em caso de atraso de voo.",2011-05-17,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100396,PLS 286/2011,"Altera o art. 809 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, para que a autoridade policial seja informada sobre o resultado do processo-crime.",2011-05-25,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100404,PLS 288/2011,"Altera o art. 65 da Lei nº 9.605, de 12 de fevereiro de 1998, para aumentar a pena para o crime de pichação e dá outras providências.",2011-05-25,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100415,PLS 293/2011,"Dispõe sobre o voto em listas partidárias pré-ordenadas, alterando a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral) e a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições).",2011-05-26,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100632,PLS 321/2011,"Altera a Lei nº 12.037, de 1º de outubro de 2009, para estabelecer a identificação criminal mediante material genético e dá outras providências.",2011-06-09,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100723,PLS 327/2011,"Altera a Lei nº 1.521, de 26 de dezembro de 1951, que altera dispositivos da legislação vigente sobre crimes contra a economia popular, para tipificar a exigência indevida de cheque-caução ou similar por prestador de serviço de saúde contratado.",2011-06-14,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100943,PLS 366/2011,"Altera a Lei nº 8.080, de 19 de setembro de 1990, que dispõe sobre as condições para a promoção, proteção e recuperação da saúde, a organização e o funcionamento dos serviços correspondentes e dá outras providências, para tornar explícito que a gratuidade é um princípio do Sistema Único de Saúde (SUS) e para vedar a cobrança, por parte das unidades da rede própria do SUS, pela execução de ações de saúde.",2011-06-30,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100945,PLS 365/2011,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para determinar a suspensão do direito de dirigir nas condições que especifica.",2011-06-30,Sim,5008,5,Autor principal da matéria há mais de 3 ano
100947,PLS 368/2011,"Altera a Lei nº 10.446, de 8 de maio de 2002, para prever a competência da Polícia Federal para apurar o crime de falsificação, corrupção e adulteração de medicamentos, assim como sua venda por meio da internet, quando tiver repercussão interestadual.",2011-06-30,Sim,5008,5,Autor principal da matéria há mais de 3 ano
122265,PLS 460/2015,"Regulamenta o art. 79, parágrafo único, da Constituição Federal, para dispor sobre as competências e atribuições do Vice-Presidente da República.",2015-07-09,Sim,5008,5,Autor principal da matéria há mais de 3 ano
124057,PLS 740/2015,"Acrescenta o art. 216-B ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tipificar o crime de constrangimento ofensivo ao pudor em transporte públicos.",2015-11-17,Sim,5008,5,Autor principal da matéria há mais de 3 ano
161010,PEC 61/2023,"Acrescenta o inciso XIX ao art. 49, modifica o § 4º e acrescenta o § 8º ao art. 231 da Constituição Federal, para dispor sobre a competência para aprovar a demarcação de terras indígenas e seus efeitos.",2023-11-09,Não,5385,0,Co-autor de PEC
160976,PEC 60/2023,"Altera o inciso XLII do art. 5º da Constituição Federal, para prever a inafiançabilidade e a imprescritibilidade dos crimes que envolvam pedofilia.",2023-11-09,Não,5385,0,Co-autor de PEC
160148,PEC 48/2023,Altera o §1º do art. 231 da Constituição Federal para definir marco temporal de demarcação das terras tradicionalmente ocupadas pelos povos indígenas.,2023-09-21,Não,5385,0,Co-autor de PEC
159267,PL 3990/2023,"Cria o Programa “Poupança Jovem”, que prevê o pagamento de bolsa aos jovens entre 16 (dezesseis) e 29 (vinte e nove) anos oriundos do ensino médio público que integrem programa destinado ao primeiro emprego ou ao empreendedorismo jovem previsto em lei.",2023-08-17,Sim,5385,7,Autor principal da matéria há menos de 1 ano
156810,PEC 17/2023,Altera o art. 6º da Constituição Federal para dispor sobre o direito à segurança alimentar como direito fundamental.,2023-04-11,Não,5385,0,Co-autor de PEC
156651,PEC 15/2023,Altera o art. 5º da Constituição para garantir a proteção dos profissionais de segurança pública e saúde.,2023-03-31,Não,5385,0,Co-autor de PEC
155471,PEC 40/2022,Altera a redação do parágrafo único do art. 101 da Constituição Federal para vedar manifestação política por Ministros do Supremo Tribunal Federal.,2022-12-14,Não,5385,0,Co-autor de PEC
155568,PEC 45/2022,"Altera o art. 53 da Constituição Federal, para atribuir ao Senado Federal e à Câmara dos Deputados a competência para suspender ou excluir as páginas, os canais e as contas de seus membros na rede mundial de computadores, nas plataformas de compartilhamento e nas redes sociais.",2022-12-20,Não,5385,0,Co-autor de PEC
153518,PEC 15/2022,Altera o art. 225 da Constituição Federal para estabelecer diferencial de competitividade para os biocombustíveis.,2022-06-09,Não,5385,0,Co-autor de PEC
151951,PL 403/2022,Concede isenção do Imposto sobre Importação para veículos elétricos e híbridos.,2022-02-24,Sim,5385,6,Autor principal da matéria há menos de 3 anos
149805,PEC 29/2021,"Altera o art. 77 da Constituição Federal para determinar que os três candidatos mais votados no primeiro turno concorram ao segundo turno das eleições para a chefia do Poder Executivo, caso nenhum candidato alcance maioria absoluta na primeira votação.",2021-09-14,Não,5385,0,Co-autor de PEC
148397,PEC 9/2021,"Altera o Ato das Disposições Constitucionais Transitórias para aumentar o limite de moratória e parcelamento para 240 (duzentos e quarenta) meses para débitos dos entes federativos com seus regimes próprios de previdência, enquanto perdurarem os efeitos de estado de calamidade pública em razão da pandemia causado pelo COVID.",2021-05-13,Não,5385,0,Co-autor de PEC
147579,PL 953/2021,Institui o Programa de Regularização de Débitos não Tributários (PRD) junto às autarquias e fundações públicas federais e à Procuradoria-Geral Federal e dá outras providências.,2021-03-18,Sim,5385,6,Autor principal da matéria há menos de 3 anos
146639,PL 510/2021,"Altera a Lei n° 11.952, de 25 de junho de 2009, que dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União; a Lei n° 8.666, de 21 de junho de 1993, que institui normas para licitações e contratos da administração pública; a Lei nº 6.015, de 31 de dezembro de 1973, que dispõe sobre os registros públicos; a Lei nº 13.240, de 30 de dezembro de 2015, que dispõe sobre a administração, a alienação, a transferência de gestão de imóveis da União e seu uso para a constituição de fundos; e a Lei nº 10.304, de 5 de novembro de 2001, que Transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, a fim de ampliar o alcance da regularização fundiária e dar outras providências.",2021-02-22,Sim,5385,6,Autor principal da matéria há menos de 3 anos
144893,PEC 36/2020,"Altera o art. 165 da Constituição Federal e o art. 107 e 110 do Ato das Disposições Constitucionais Transitórias, acrescenta art. 115 ao Ato das Disposições Constitucionais Transitórias, bem como revoga o inciso III do art. 167 da Constituição Federal e a Emenda Constitucional nº 95, de 16 de dezembro de 2016.",2020-09-23,Não,5385,0,Co-autor de PEC
156424,PEC 10/2023,Altera a Constituição Federal para instituir a parcela mensal de valorização por tempo de exercício dos magistrados e membros do Ministério Público.,2023-03-22,Não,5385,0,Co-autor de PEC
156391,PEC 8/2023,"Modifica os arts. 60, 61, 62 e 64 da Constituição Federal, para dispor sobre a iniciativa de proposições pelo Presidente da República.",2023-03-21,Não,5385,0,Co-autor de PEC
156437,PEC 11/2023,"Altera o art. 62 da Constituição Federal, para estabelecer que as medidas provisórias terão a sua tramitação iniciada, alternadamente, na Câmara dos Deputados e no Senado Federal e para extinguir as comissões mistas encarregadas de seu exame.",2023-03-23,Não,5385,0,Co-autor de PEC
156571,PEC 12/2023,Altera o art. 144 da Constituição Federal para identificar a Polícia Hidroviária Federal como órgão do sistema de segurança pública.,2023-03-29,Não,5385,0,Co-autor de PEC
155862,PRS 11/2023,"Cria, no Senado Federal, a Frente Parlamentar de Relacionamento com os BRICS.",2023-02-13,Sim,5385,7,Autor principal da matéria há menos de 1 ano
150383,PEC 34/2021,"Altera o inciso I do art. 56 da Constituição Federal, para prever que a investidura de parlamentar no cargo de chefe de missão diplomática de caráter permanente não dá ensejo à perda de seu mandato.",2021-10-21,Não,5385,0,Co-autor de PEC
147968,PL 1242/2021,"Altera a Lei nº 13.988, de 14 de abril de 2020, que dispõe sobre a transação nas hipóteses que especifica; e altera as Leis nos 13.464, de 10 de julho de 2017, e 10.522, de 19 de julho de 2002, para ampliar o alcance das transações resolutivas de litígio relativo à cobrança de créditos da Fazenda Pública.",2021-04-06,Sim,5385,6,Autor principal da matéria há menos de 3 anos
147970,PL 1244/2021,"Altera a Lei nº 8.078, de 11 de setembro de 1990, que dispõe sobre a proteção do consumidor e dá outras providências, para prever a notificação pessoal prévia obrigatória para a inserção de dívidas em serviços de proteção ao crédito, a reparação de dano e a sanção obrigatória de multa, em caso de inserção decorrente de fraude ou falsidade na contratação, além da necessidade de depósito prévio em juízo pelo fornecedor para propositura de ação judicial.",2021-04-06,Sim,5385,6,Autor principal da matéria há menos de 3 anos
147969,PL 1243/2021,"Acrescenta os §§ 2º e 3º ao art. 219, da Lei nº 10.406, de 10 de janeiro de 2002, Código Civil, para prever a substituição e a equiparação da assinatura autografa, para fins de prova.",2021-04-06,Sim,5385,6,Autor principal da matéria há menos de 3 anos
144605,PL 4495/2020,Dispõe sobre a expansão do turismo no País através da implantação de resorts integrados em todo o território nacional.,2020-09-08,Sim,5385,5,Autor principal da matéria há mais de 3 ano
144449,PL 4430/2020,Dispõe sobre a federalização da rodovia TO-335.,2020-09-02,Sim,5385,5,Autor principal da matéria há mais de 3 ano
144585,PEC 33/2020,"Altera o § 4º do art. 57 da Constituição Federal, para permitir a recondução dos membros das Mesas da Câmara dos Deputados e do Senado Federal.",2020-09-04,Não,5385,0,Co-autor de PEC
142021,PEC 19/2020,"Introduz dispositivos ao Ato das Disposições Constitucionais Transitórias, a fim de tornar coincidentes os mandatos eletivos.",2020-05-20,Não,5385,0,Co-autor de PEC
142016,PEC 18/2020,"Acrescenta o art. 115 ao Ato das Disposições Constitucionais Transitórias (ADCT) para dispor sobre o adiamento das eleições municipais para Prefeito, Vice-Prefeito e Vereador, previstas para 4 de outubro de 2020, para o dia 6 de dezembro do mesmo ano, em decorrência das medidas para o enfrentamento da pandemia da Covid-19 declarada pela Organização Mundial da Saúde.",2020-05-19,Não,5385,0,Co-autor de PEC
141980,PEC 16/2020,"Autoriza o Tribunal Superior Eleitoral a adiar as eleições municipais de outubro de 2020, em caso de necessidade e fixa o mandato dos Prefeitos, Vice-Prefeitos e Vereadores a serem eleitos nessas eleições, a fim de que haja a coincidência de todos os pleitos a partir de 2026.",2020-05-18,Não,5385,0,Co-autor de PEC
142273,PL 3062/2020,"Estabelece que a União concederá crédito de R$ 15.000.000.000,00 (quinze bilhões de reais) ao Banco Nacional de Desenvolvimento Econômico e Social – BNDES, para aporte em Fundos de Investimentos em Direitos Creditórios – FIDCs, com o objetivo de mitigar os efeitos econômicos negativos do estado de calamidade pública nacional, reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020.",2020-06-02,Sim,5385,5,Autor principal da matéria há mais de 3 ano
142072,PEC 21/2020,"Suspende o pagamento de precatórios judiciais por parte da União, Estados, Distrito Federal e Municípios, durante a situação de calamidade pública decorrente da pandemia do coronavírus (COVID - 19).",2020-05-21,Não,5385,0,Co-autor de PEC
141808,PL 2374/2020,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para prever a compensação em dobro de déficit de Reserva Legal.",2020-05-04,Sim,5385,5,Autor principal da matéria há mais de 3 ano
141710,PL 2183/2020,"Altera a Lei nº 9.250, de 26 de dezembro de 1995, para prever prazo para análise de declarações passíveis de restituição de valores e retidas em malha fiscal ou semelhante.",2020-04-27,Sim,5385,5,Autor principal da matéria há mais de 3 ano
141540,PL 1855/2020,"Altera as Leis nº 10.048, de 8 de novembro de 2000, e nº 10.205, de 21 de março de 2001, para prever o atendimento prioritário a doadores de sangue e medula óssea.",2020-04-14,Sim,5385,5,Autor principal da matéria há mais de 3 ano
141645,PL 2032/2020,"Altera a Lei nº 13.460, de 26 de junho de 2017, para garantir ligações gratuitas a partir de telefone móvel (celular) para os serviços de atendimento ao cidadão na administração pública.",2020-04-20,Sim,5385,5,Autor principal da matéria há mais de 3 ano
141204,PL 949/2020,"Estabelece medidas de desoneração da folha de pagamentos, para garantir a subsistência dos empreendimentos e a manutenção de empregos, durante o Estado de Emergência de Saúde Pública de Importância Nacional (Espin), declarado em razão da pandemia do Covid-19.",2020-03-25,Sim,5385,5,Autor principal da matéria há mais de 3 ano
141261,PL 1062/2020,"Estabelece medidas para diferir o pagamento e proibir a suspensão da prestação de serviços públicos essenciais e o despejo por falta de pagamento de aluguel, durante o Estado de Emergência de Saúde Pública de Importância Nacional (Espin), declarado em razão da pandemia do Covid-19.",2020-03-27,Sim,5385,5,Autor principal da matéria há mais de 3 ano
140240,PEC 228/2019,"Altera os arts. 28, 29 e 77 da Constituição Federal, para definir as datas de realização do primeiro e segundo turno das eleições.",2019-12-17,Sim,5385,5,Autor principal da matéria há mais de 3 ano
140576,PEC 1/2020,"Acrescenta parágrafos ao art. 166-A da Constituição Federal, para dispor sobre a utilização de economias de recursos da verba indenizatória pelo exercício da atividade parlamentar e outras, para fins de aplicação em políticas públicas de interesse social mediante emendas parlamentares.",2020-02-06,Não,5385,0,Co-autor de PEC
140241,PLP 274/2019,"Altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para prever o Micro Empreendedor Jovem.",2019-12-17,Sim,5385,5,Autor principal da matéria há mais de 3 ano
140243,PL 6470/2019,Isenta os sócios de startups de pagamento de taxas ou emolumentos pela emissão de documentos necessários à viagem ao exterior para apresentação de soluções desenvolvidas pelo empreendimento.,2019-12-17,Sim,5385,5,Autor principal da matéria há mais de 3 ano
140153,PEC 217/2019,Altera a Constituição Federal para instituir o Sistema Parlamentarista de Governo.,2019-12-11,Não,5385,0,Co-autor de PEC
139273,PEC 166/2019,"Altera o art. 20 da Constituição Federal e o Ato das Disposições Constitucionais Transitórias, alterando o art. 107 e acrescentando os art.s 115 e 116, para assegurar a participação e compensação financeira aos Estados, Distrito Federal e aos Municípios onde estejam instalados centros de lançamentos aeroespaciais e instituir o Fundo de Salvaguardas Sociais.",2019-10-09,Não,5385,0,Co-autor de PEC
139271,PEC 167/2019,"Acrescenta os §§ 13 e 14 ao art. 34 do Ato das Disposições Constitucionais Transitórias para determinar a aplicação temporária de parte dos recursos dos Fundos Constitucionais de Financiamento em programas de financiamento à infraestrutura dos Estados, do Distrito Federal e dos Municípios.",2019-10-09,Não,5385,0,Co-autor de PEC
139451,PL 5584/2019,"Altera a Lei nº 6.729, de 28 de novembro de 1979, e a Lei nº 9.503, de 23 de setembro de 1997, para estabelecer prazo mínimo para a revenda e transferência de veículos automotores adquiridos por venda direta.",2019-10-21,Sim,5385,5,Autor principal da matéria há mais de 3 ano
139452,PL 5585/2019,Transfere ao domínio do Estado do Tocantins as terras pertencentes à União compreendidas no território do Estado.,2019-10-21,Sim,5385,5,Autor principal da matéria há mais de 3 ano
139251,PL 5461/2019,Transfere ao domínio dos Estados e Distrito Federal as terras pertencentes à União.,2019-10-09,Sim,5385,5,Autor principal da matéria há mais de 3 ano
139038,PL 5281/2019,"Modifica a Lei nº 9.504, de 30 de setembro de 1997, para determinar que o marco temporal para aferição da idade mínima será a data da posse no cargo eletivo.",2019-10-01,Sim,5385,5,Autor principal da matéria há mais de 3 ano
139039,PRS 95/2019,"Institui, no âmbito do Senado Federal, a Frente Parlamentar de apoio ao Mercado de Varejo e E-commerce",2019-10-01,Não,5385,3,Co-autor da matéria há mais de 3 anos
139063,PEC 146/2019,Cria a seguridade social da criança.,2019-10-01,Não,5385,0,Co-autor de PEC
