CodigoMateria,Identificacao,Ementa,Data,IndicadorAutorPrincipal,CodigoParlamentar,interesse,justificativa_interesse
160747,PL 5289/2023,"Altera a Lei nº 9.532, de 10 de dezembro de 1997, para estender o prazo de vigência dos incentivos fiscais a que se referem o Decreto-Lei nº 288, de 28 de fevereiro de 1967, com as posteriores alterações, o Decreto-Lei nº 356, de 15 de agosto de 1968, o Decreto-Lei nº 1.435, de 16 de dezembro de 1975 e a Lei nº 8.387, de 30 de dezembro de 1991.",2023-10-31,Sim,5672,7,Autor principal da matéria há menos de 1 ano
160728,PEC 55/2023,"Altera a Constituição Federal, para estabelecer programação orçamentária mínima para o Ministério da Defesa e dispor sobre projetos estratégicos para a Defesa Nacional, e acrescenta artigo ao Ato das Disposições Constitucionais Transitórias, para estabelecer regra de transição.",2023-10-30,Não,5672,0,Co-autor de PEC
160960,PEC 59/2023,"Acrescenta o inciso XIX ao art. 49; modifica o §4º e acrescenta o §8º, ambos no Art. 231, da Constituição Federal.",2023-11-08,Não,5672,0,Co-autor de PEC
160976,PEC 60/2023,"Altera o inciso XLII do art. 5º da Constituição Federal, para prever a inafiançabilidade e a imprescritibilidade dos crimes que envolvam pedofilia.",2023-11-09,Não,5672,0,Co-autor de PEC
160956,PEC 58/2023,"Altera os incisos XVIII e XIX do art. 7° da Constituição Federal, para ampliar a duração da licença-maternidade, licença paternidade e adotante.",2023-11-08,Não,5672,0,Co-autor de PEC
160684,PEC 54/2023,Acrescenta o inciso LXXX ao art. 5º da Constituição Federal para tornar imprescritível o crime de tráfico de crianças e adolescentes.,2023-10-25,Não,5672,0,Co-autor de PEC
160275,PRS 93/2023,"Institui a Frente Parlamentar Mista da Inteligência Artificial, Tecnologia da Informação, Segurança Cibernética e Combate à Desinformação (Frente Parlamentar da Segurança Digital).",2023-10-02,Não,5672,5,Co-autor da matéria há menos de 1 ano
160674,PLP 225/2023,"Altera a Lei Complementar nº 101, de 4 de maio de 2000, para dispor sobre a concessão de empréstimos com recursos públicos a países estrangeiros.",2023-10-25,Não,5672,5,Co-autor da matéria há menos de 1 ano
160374,PEC 51/2023,Atribui mandato de quinze anos e exigência de idade mínima de cinquenta anos aos Ministros do Supremo Tribunal Federal e promove modificações no processo de escolha dos membros dessa Corte e dos Tribunais Superiores.,2023-10-04,Não,5672,0,Co-autor de PEC
160593,PEC 53/2023,Altera o art. 159 da Constituição Federal para instituir compensação financeira em prol do Fundo de Participação dos Municípios no intuito de assegurar a esse Fundo participação percentual no produto interno bruto igual à observada no exercício de 2022.,2023-10-19,Não,5672,0,Co-autor de PEC
160000,PL 4507/2023,Dispõe sobre a prorrogação do pagamento de financiamentos relacionados a operações de crédito rural em caso de prejuízo por queda nos preços dos produtos vinculados a atividade rural financiada.,2023-09-15,Sim,5672,7,Autor principal da matéria há menos de 1 ano
159878,PL 4388/2023,"Altera a Lei nº 12.462, de 4 de agosto de 2011, para permitir a utilização de recursos do Fundo Nacional de Aviação Civil (FNAC) para subsidiar a aquisição do querosene de aviação comercializado em aeroportos localizados na Região Norte.",2023-09-12,Sim,5672,7,Autor principal da matéria há menos de 1 ano
160011,PEC 45/2023,"Altera o art. 5º da Constituição Federal, para prever como mandado de criminalização a posse e o porte de entorpecentes e drogas afins sem autorização ou em desacordo com determinação legal ou regulamentar.",2023-09-15,Não,5672,0,Co-autor de PEC
160083,PEC 46/2023,"Altera o inciso IV do art. 8º da Constituição Federal, para vedar, salvo prévia aquiescência individual dos membros das categorias profissionais e econômicas, a cobrança de contribuições de trabalhadores ou empregadores não filiados ao respectivo sindicato.",2023-09-19,Não,5672,0,Co-autor de PEC
159879,PL 4392/2023,"Altera a Lei nº 7.565, de 19 de dezembro de 1986, que dispõe sobre o Código Brasileiro de Aeronáutica, para permitir a cabotagem aérea a empresas sul-americanas na Amazônia Legal.",2023-09-12,Sim,5672,7,Autor principal da matéria há menos de 1 ano
160194,PDL 343/2023,Dispõe sobre a realização de plebiscito para decidir sobre a legalização do aborto.,2023-09-26,Não,5672,5,Co-autor da matéria há menos de 1 ano
159924,PEC 40/2023,Acrescenta o art. 124 ao Ato das Disposições Constitucionais Transitórias para aumentar temporariamente a parcela do produto da arrecadação dos impostos sobre renda e proventos de qualquer natureza e sobre produtos industrializados devida ao Fundo de Participação dos Municípios.,2023-09-12,Não,5672,0,Co-autor de PEC
159325,PEC 39/2023,"Altera a Constituição Federal, para disciplinar a tramitação de projetos de resolução referentes ao regimento interno das Casas Legislativas.",2023-08-22,Não,5672,0,Co-autor de PEC
159521,PL 4174/2023,"Concede o título de Capital Nacional da Farinha de Mandioca ao Município de Cruzeiro do Sul, no Estado do Acre.",2023-08-29,Sim,5672,7,Autor principal da matéria há menos de 1 ano
159095,PEC 37/2023,"Acrescenta o § 12 ao art. 14, da Constituição Federal, dispondo que, na votação e apuração de eleições seja obrigatória a expedição de cédulas físicas, conferíveis pelo eleitor, a serem depositadas em urnas, para fins de auditoria.",2023-08-10,Não,5672,0,Co-autor de PEC
158826,PDL 193/2023,"Susta os efeitos do Decreto nº 11.615, de 21 de julho de 2023, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para estabelecer regras e procedimentos relativos à aquisição, ao registro, à posse, ao porte, ao cadastro e à comercialização nacional de armas de fogo, munições e acessórios, disciplinar as atividades de caça excepcional, de caça de subsistência, de tiro desportivo e de colecionamento de armas de fogo, munições e acessórios, disciplinar o funcionamento das entidades de tiro desportivo e dispor sobre a estruturação do Sistema Nacional de Armas - Sinarm.",2023-07-25,Não,5672,5,Co-autor da matéria há menos de 1 ano
159094,PEC 36/2023,Altera o art. 244 da Constituição Federal para assegurar gratuidade nos transportes coletivos urbanos às pessoas com deficiência de baixa renda.,2023-08-10,Não,5672,0,Co-autor de PEC
159093,PEC 35/2023,Altera o Sistema Tributário Nacional.,2023-08-10,Não,5672,0,Co-autor de PEC
158350,PL 3190/2023,"Altera a Lei nº 13.636, de 20 de março de 2018, para aprimorar e fomentar o microcrédito e as microfinanças.",2023-06-21,Não,5672,5,Co-autor da matéria há menos de 1 ano
158568,PEC 31/2023,"Acrescenta § 8º ao art. 218 da Constituição Federal, estabelecendo o incremento gradual do montante aplicado em ciência, tecnologia e inovação até, no mínimo, 2,5% do produto interno bruto.",2023-07-04,Não,5672,0,Co-autor de PEC
158306,PEC 30/2023,Altera a Constituição Federal para prever o estabelecimento do Plano Nacional de Segurança Alimentar e Nutricional.,2023-06-20,Não,5672,0,Co-autor de PEC
158780,PL 3560/2023,"Altera a Lei nº 13.959, de 18 de dezembro de 2019, para reduzir o valor máximo a ser cobrado para a realização da segunda etapa do Exame Nacional de Revalidação de Diplomas Médicos Expedidos por Instituição de Educação Superior Estrangeira (Revalida).",2023-07-13,Sim,5672,7,Autor principal da matéria há menos de 1 ano
158017,PL 2970/2023,Dispõe sobre o bônus de inclusão regional nos processos seletivos para ingresso nos cursos de graduação em instituições federais de ensino superior.,2023-06-07,Sim,5672,7,Autor principal da matéria há menos de 1 ano
157134,PEC 18/2023,"Altera o art. 98 e o art. 107 do Ato das Disposições Constitucionais Transitórias, para assegurar à Defensoria Pública da União, pelo prazo de 10 anos, incremento orçamentário anual do limite individualizado, com vistas a efetivar o disposto no caput do próprio art. 98.",2023-04-27,Não,5672,0,Co-autor de PEC
157219,PEC 21/2023,"Altera a redação do §12 e §13 do art. 198 da Constituição Federal para estabelecer valor mínimo aos pisos salariais profissionais nacionais para o enfermeiro, o técnico de enfermagem, o auxiliar de enfermagem e a parteira.",2023-05-03,Não,5672,0,Co-autor de PEC
156581,PEC 14/2023,Dispõe sobre a atualização monetária dos repasses de recursos federais aos Municípios.,2023-03-29,Não,5672,0,Co-autor de PEC
156810,PEC 17/2023,Altera o art. 6º da Constituição Federal para dispor sobre o direito à segurança alimentar como direito fundamental.,2023-04-11,Sim,5672,7,Autor principal da matéria há menos de 1 ano
156580,PEC 13/2023,Altera a Constituição Federal e o Ato das Disposições Constitucionais Transitórias para prever imunidade tributária às operações com medicamentos de uso humano destinados especificamente ao tratamento de doenças raras.,2023-03-29,Não,5672,0,Co-autor de PEC
155971,PRS 18/2023,Dispõe sobre regras de transição para a ocupação dos Gabinetes Parlamentares e a utilização de recursos administrativos pelos novos Senadores eleitos.,2023-03-01,Sim,5672,7,Autor principal da matéria há menos de 1 ano
157013,PL 2036/2023,Estabelece normas gerais sobre segurança escolar e dá outras providências.,2023-04-19,Sim,5672,7,Autor principal da matéria há menos de 1 ano
156267,PRS 29/2023,Institui a Frente Parlamentar Mista em Defesa dos Médicos Brasileiros Formados no Exterior e da Revalidação.,2023-03-15,Sim,5672,7,Autor principal da matéria há menos de 1 ano
156571,PEC 12/2023,Altera o art. 144 da Constituição Federal para identificar a Polícia Hidroviária Federal como órgão do sistema de segurança pública.,2023-03-29,Não,5672,0,Co-autor de PEC
160163,PEC 49/2023,Altera o caput do art. 5º da Constituição Federal para ampliar o alcance do direito à vida ao nascituro.,2023-09-25,Não,5672,0,Co-autor de PEC
156424,PEC 10/2023,Altera a Constituição Federal para instituir a parcela mensal de valorização por tempo de exercício dos magistrados e membros do Ministério Público.,2023-03-22,Não,5672,0,Co-autor de PEC
160392,PEC 52/2023,Altera o art. 206 da Constituição Federal para incluir como princípio do ensino a garantia de educação inclusiva em todos os níveis.,2023-10-06,Não,5982,0,Co-autor de PEC
160275,PRS 93/2023,"Institui a Frente Parlamentar Mista da Inteligência Artificial, Tecnologia da Informação, Segurança Cibernética e Combate à Desinformação (Frente Parlamentar da Segurança Digital).",2023-10-02,Não,5982,5,Co-autor da matéria há menos de 1 ano
160329,PL 4809/2023,"Altera a Lei n° 9.656, de 3 de junho de 1998, que “dispõe sobre os planos e seguros privados de assistência à saúde”, para incluir no rol de coberturas obrigatórias insumos e tecnologias aprovados pela Anvisa para tratamento das pessoas com diabetes mellitus tipo 1.",2023-10-03,Sim,5982,7,Autor principal da matéria há menos de 1 ano
160289,PL 4772/2023,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente) e a Lei nº 13.819, de 26 de abril de 2019 (Política Nacional de Prevenção da Automutilação e do Suicídio) para dispor sobre a atribuição dos Conselhos Tutelares no cuidado da saúde mental de crianças e adolescentes e dá outras providencias.",2023-10-02,Sim,5982,7,Autor principal da matéria há menos de 1 ano
159933,PEC 41/2023,"Altera o art. 101 da Constituição Federal, para determinar a realização de arguição pública, pelo Senado Federal, dos Ministros do Supremo Tribunal Federal a cada oito anos.",2023-09-13,Não,5982,0,Co-autor de PEC
160011,PEC 45/2023,"Altera o art. 5º da Constituição Federal, para prever como mandado de criminalização a posse e o porte de entorpecentes e drogas afins sem autorização ou em desacordo com determinação legal ou regulamentar.",2023-09-15,Não,5982,0,Co-autor de PEC
160243,PL 4748/2023,"Estabelece políticas públicas de prevenção e promoção de saúde mental voltados aos profissionais de saúde e altera as leis nº 13.819, de 26 de abril de 2019 e nº 8.080, de 19 de setembro de 1990, a Lei Complementar nº 187, de 16 de dezembro de 2021 e o Decreto-Lei nº 5.452, de 1º de maio de 1943.",2023-09-28,Sim,5982,7,Autor principal da matéria há menos de 1 ano
160178,PL 4654/2023,"Altera a Lei nº 13.756, de 12 de dezembro de 2018, para garantir a transferência direta de recursos do Fundo Nacional de Segurança Pública (FNSP) para os Municípios que mantenham guarda municipal.",2023-09-26,Sim,5982,7,Autor principal da matéria há menos de 1 ano
160123,PL 4589/2023,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para incluir a expressão “companheiro” em todos os dispositivos penais que fazem referência ao cônjuge.",2023-09-20,Sim,5982,7,Autor principal da matéria há menos de 1 ano
159966,PEC 43/2023,"Modifica o art. 95 da Constituição Federal, para dispor sobre a vedação dos magistrados de atuar em processos patrocinados direta ou indiretamente por cônjuges, companheiros ou parentes até o segundo grau.",2023-09-14,Não,5982,0,Co-autor de PEC
159749,PL 4300/2023,"Altera o Decreto-Lei nº 5.452/1953 (Consolidação das Leis do Trabalho) para fixar a exigência prévia de autorização dos membros de categorias econômicas ou profissionais ou das profissões liberais representadas para fins de cobrança da contribuição assistencial de que cuida o art. 513, ""e"", do mesmo diploma.",2023-09-05,Sim,5982,7,Autor principal da matéria há menos de 1 ano
159271,PL 3994/2023,"Acresce o inciso XI ao art. 4º da Lei nº 14.238, de 19 de novembro de 2021 (Estatuto da Pessoa com Câncer), para dispor sobre a isenção de custas judiciais.",2023-08-18,Sim,5982,7,Autor principal da matéria há menos de 1 ano
158520,PL 3306/2023,Dispõe sobre diretrizes para o registro de boletim de ocorrência de crimes resultantes de discriminação ou preconceito.,2023-06-29,Sim,5982,7,Autor principal da matéria há menos de 1 ano
158519,PL 3305/2023,"Altera a Lei nº 14.583, de 16 de maio de 2023, para incluir menção à Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância e à Convenção sobre os Direitos das Pessoas com Deficiência e ao seu Protocolo Facultativo, e para incluir na publicidade de órgãos públicos a promoção dos direitos das pessoas com deficiência, das vítimas de discriminação racial e das pessoas LGBTQIA+.",2023-06-29,Sim,5982,7,Autor principal da matéria há menos de 1 ano
158095,PEC 29/2023,"Altera a Constituição Federal para incluir, entre os direitos e garantias fundamentais, a proteção à integridade mental e à transparência algorítmica.",2023-06-13,Não,5982,0,Co-autor de PEC
157703,PL 2808/2023,"Altera a Lei nº 14.583, de 16 de maio de 2023, para incluir menção à Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância e à Convenção sobre os Direitos das Pessoas com Deficiência e ao seu Protocolo Facultativo e para incluir na publicidade de órgãos públicos a promoção dos direitos das pessoas com deficiência e das pessoas LGBTQIA+.",2023-05-25,Sim,5982,7,Autor principal da matéria há menos de 1 ano
157895,PEC 28/2023,Altera o art. 132 da Constituição Federal para incluir os Procuradores dos Municípios entre os que compõem a advocacia pública e dá outras providências.,2023-06-01,Não,5982,0,Co-autor de PEC
157308,PLP 106/2023,"Altera a Lei Complementar nº 101, de 4 de maio de 2000, que estabelece normas de finanças públicas voltadas para a responsabilidade na gestão fiscal e dá outras providências, para instituir parâmetros de controle para a concessão de isenções, incentivos e benefícios fiscais.",2023-05-09,Sim,5982,7,Autor principal da matéria há menos de 1 ano
157372,PEC 24/2023,"Acrescenta o art. 149-B à Constituição Federal, para criar a contribuição em restituição ao financiamento estudantil, espécie de tributo que poderá ser instituído por lei específica e destinada a viabilizar sistemas de financiamento com pagamentos vinculados à renda futura.",2023-05-11,Sim,5982,7,Autor principal da matéria há menos de 1 ano
157258,PEC 22/2023,"Altera o art. 130 da Constituição Federal e acrescenta-lhe parágrafo, de modo a aprimorar o regramento e consolidar balizas institucionais necessárias ao bom funcionamento do Ministério Público de Contas brasileiro.",2023-05-04,Não,5982,0,Co-autor de PEC
157146,PEC 19/2023,"Acrescenta a alínea “f” ao inciso VI do art. 150 da Constituição Federal, tornando imunes a impostos os medicamentos destinados ao uso humano.",2023-04-27,Não,5982,0,Co-autor de PEC
157479,PL 2649/2023,Dispõe sobre o direito do uso do nome social na rede de serviços de saúde pública e privada.,2023-05-17,Sim,5982,7,Autor principal da matéria há menos de 1 ano
157480,PL 2650/2023,"Altera a Lei nº 12.662, de 05 de junho de 2012, para permitir o registro de dupla maternidade ou paternidades, além de produzir dados sobre o nascimento de crianças intersexo.",2023-05-17,Sim,5982,7,Autor principal da matéria há menos de 1 ano
157219,PEC 21/2023,"Altera a redação do §12 e §13 do art. 198 da Constituição Federal para estabelecer valor mínimo aos pisos salariais profissionais nacionais para o enfermeiro, o técnico de enfermagem, o auxiliar de enfermagem e a parteira.",2023-05-03,Não,5982,0,Co-autor de PEC
156581,PEC 14/2023,Dispõe sobre a atualização monetária dos repasses de recursos federais aos Municípios.,2023-03-29,Não,5982,0,Co-autor de PEC
156756,PL 1729/2023,"Altera os arts. 158 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, e 6º da Lei 13.431, de 4 de abril de 2017, para prever a realização do exame de corpo de delito de forma humanizada da mulher, criança, adolescente, idoso ou pessoa com deficiência que seja vítima de crime cometido com violência.",2023-04-10,Sim,5982,7,Autor principal da matéria há menos de 1 ano
156810,PEC 17/2023,Altera o art. 6º da Constituição Federal para dispor sobre o direito à segurança alimentar como direito fundamental.,2023-04-11,Não,5982,0,Co-autor de PEC
156580,PEC 13/2023,Altera a Constituição Federal e o Ato das Disposições Constitucionais Transitórias para prever imunidade tributária às operações com medicamentos de uso humano destinados especificamente ao tratamento de doenças raras.,2023-03-29,Não,5982,0,Co-autor de PEC
156651,PEC 15/2023,Altera o art. 5º da Constituição para garantir a proteção dos profissionais de segurança pública e saúde.,2023-03-31,Não,5982,0,Co-autor de PEC
155471,PEC 40/2022,Altera a redação do parágrafo único do art. 101 da Constituição Federal para vedar manifestação política por Ministros do Supremo Tribunal Federal.,2022-12-14,Não,5982,0,Co-autor de PEC
155371,PEC 38/2022,"Altera o art. 14 da Constituição Federal, para garantir a gratuidade dos transportes em dias de votações.",2022-12-07,Não,5982,0,Co-autor de PEC
155274,PEC 33/2022,Altera o art. 107 do Ato das Disposições Constitucionais Transitórias e dá outras providências.,2022-11-29,Não,5982,0,Co-autor de PEC
155276,PEC 34/2022,"Institui o Regime Fiscal Sustentável e revoga o inciso III do caput e o § 6º do art. 167 da Constituição Federal e os arts. 106, 107, 110, 111 e 112 do Ato das Disposições Constitucionais Transitórias.",2022-11-29,Não,5982,0,Co-autor de PEC
155304,PEC 35/2022,"Altera o art. 102 da Constituição Federal do Brasil para incluir, entre as matérias de competência originária do Supremo Tribunal Federal, o processamento e julgamento dos crimes contra o Estado Democrático de Direito.",2022-11-30,Não,5982,0,Co-autor de PEC
155346,PEC 37/2022,"Modifica o art. 144 da Constituição Federal, a fim de incluir as guardas municipais e os agentes de trânsito entre os órgãos que compõem a segurança pública.",2022-12-06,Não,5982,0,Co-autor de PEC
155322,PL 2912/2022,Estabelece o transporte gratuito em dias de eleições gerais.,2022-12-02,Sim,5982,7,Autor principal da matéria há menos de 1 ano
154461,PL 2260/2022,"Altera as Leis nº 13.536, de 15 de dezembro de 2017, e nº 8.112, de 11 de dezembro de 1990, e dispõe sobre prorrogação de prazos em cursos de graduação e pós-graduação nos casos de maternidade, paternidade e de adoção.",2022-08-11,Sim,5982,6,Autor principal da matéria há menos de 3 anos
154247,PL 2108/2022,"Altera a Lei nº 9.504, de 30 de setembro de 1997, para tornar obrigatória a participação em, pelo menos, três debates nas emissoras de rádio e televisão de candidatos e candidatas à Presidência da República e ao Governo dos Estados e do Distrito Federal e à Prefeitura de Municípios com mais de 200.000 (duzentos mil habitantes).",2022-08-01,Sim,5982,6,Autor principal da matéria há menos de 3 anos
154201,PEC 19/2022,"Inclui o art. 37-A na Constituição Federal, a fim de dispor sobre a instituição da Ouvidoria Nacional da Mulher.",2022-07-14,Não,5982,0,Co-autor de PEC
154566,PL 2351/2022,"Estabelece normas gerais de fiscalização financeira da administração pública direta e indireta da União, dos Estados, do Distrito Federal e dos Municípios, dispõe sobre a simetria de que trata o art. 75 da Constituição Federal e dá outras providências.",2022-08-25,Sim,5982,6,Autor principal da matéria há menos de 3 anos
154716,PL 2458/2022,"Altera a Lei nº 14.300, de 6 de janeiro de 2022, para estimular a geração a partir da fonte solar fotovoltaica em unidades consumidoras com titulares inscritos no Cadastro Único para Programas Sociais do Governo Federal ou reconhecidos como agricultores familiares.",2022-09-13,Sim,5982,6,Autor principal da matéria há menos de 3 anos
154292,PL 2147/2022,"Altera a Lei nº 8.899, de 29 de junho de 1994, que concede passe livre às pessoas portadoras de deficiência no sistema de transporte coletivo interestadual, para dispor sobre a utilização do documento comprovante do benefício nos sistemas de transporte coletivo municipal e intermunicipal.",2022-08-03,Sim,5982,6,Autor principal da matéria há menos de 3 anos
154093,PCE 6/2022,"Requer instauração de processo disciplinar (Representação) em face dos Senadores Rodrigo Pacheco, Davi Alcolumbre e Marcos do Val, com fundamento no art. 55, II, da Constituição Federal e nos arts. 5o, I e II, art. 7o e Art. 8o, da Resolução no 20 de 1993.",2022-07-11,Sim,5982,6,Autor principal da matéria há menos de 3 anos
154260,PEC 20/2022,"Acrescenta o art. 105-A à Constituição Federal, para dispor sobre a súmula vinculante do Superior Tribunal de Justiça.",2022-08-02,Não,5982,0,Co-autor de PEC
153476,PL 1527/2022,Altera a Lei 14.284 de 29 de dezembro de 2021 para instituir o Benefício Combustível (BC) destinado a atenuar os custos da aquisição de combustíveis por motoristas profissionais autônomos e para famílias de baixa renda,2022-06-07,Sim,5982,6,Autor principal da matéria há menos de 3 anos
153424,PL 1477/2022,"Altera a Lei nº 14.284, de 29 de dezembro de 2021, para adequar o Benefício da Primeira Infância à definição da primeira infância dada pela Lei nº 13.257, de 8 de março de 2016.",2022-06-02,Sim,5982,6,Autor principal da matéria há menos de 3 anos
153434,PL 1481/2022,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para estabelecer que a medida socioeducativa de internação aplicável a adolescente autor de ato infracional contra a vida possa ter prazo máximo de doze anos, e especificar critérios de separação de internos por idade.",2022-06-02,Sim,5982,6,Autor principal da matéria há menos de 3 anos
153190,PL 1337/2022,"Altera a Lei nº 10.609, de 20 de dezembro de 2002, para estabelecer garantias mínimas de compartilhamento de informações no período de transição governamental.",2022-05-23,Sim,5982,6,Autor principal da matéria há menos de 3 anos
152364,PEC 8/2022,"Altera o art. 150 da Constituição Federal para vedar a instituição de impostos sobre as doações de produtos, bens e serviços destinados a ações humanitárias.",2022-03-23,Não,5982,0,Co-autor de PEC
152274,PL 635/2022,Dispõe sobre os requisitos de funcionamento dos provedores de rede social e mensageria instantânea.,2022-03-21,Sim,5982,6,Autor principal da matéria há menos de 3 anos
152403,PRS 8/2022,Altera o Regimento Interno do Senado Federal para dispor sobre as frentes parlamentares temáticas.,2022-03-25,Sim,5982,6,Autor principal da matéria há menos de 3 anos
151793,PL 301/2022,"Altera a Lei nº 12.114, de 9 de dezembro de 2009, que cria o Fundo Nacional sobre Mudança do Clima, a Lei nº 12.351, de 22 de dezembro de 2010, que dispõe sobre o regime de partilha na exploração de petróleo, a Lei nº 12.858, de 9 de setembro de 2013, que destina recursos da exploração de petróleo para a educação, e a Lei nº 9.605, de 12 de fevereiro de 1998, que trata dos crimes ambientais, para prever a destinação de recursos para ações de prevenção e resposta a situações de emergência e de calamidade pública causadas por eventos climáticos extremos.",2022-02-17,Sim,5982,6,Autor principal da matéria há menos de 3 anos
151726,PL 234/2022,"Altera a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação) para instituir o teste de dano e interesse público para estabelecer ônus ao agente público que negar informação à sociedade e permitir o pedido de informação anônimo.",2022-02-14,Sim,5982,6,Autor principal da matéria há menos de 3 anos
152034,PL 471/2022,Institui o Auxílio Combustível Brasileiro (ACB) destinado a atenuar os custos da aquisição de combustíveis por motoristas profissionais autônomos e para famílias de baixa renda.,2022-03-08,Sim,5982,6,Autor principal da matéria há menos de 3 anos
151725,PL 233/2022,Dispõe sobre a coleta e o compartilhamento de dados sobre beneficiário final de pessoas jurídicas brasileiras e estrangeiras com atividades no País.,2022-02-14,Sim,5982,6,Autor principal da matéria há menos de 3 anos
151724,PL 232/2022,"Institui a Rede Nacional de Observatórios de Despesa Pública (Rede ODP) e define seus objetivos, princípios, diretrizes, coordenação, responsabilidades e fontes de custeio.",2022-02-14,Sim,5982,6,Autor principal da matéria há menos de 3 anos
151742,PRS 2/2022,Altera o Regimento Interno do Senado Federal para dispor sobre as frentes parlamentares temáticas.,2022-02-15,Sim,5982,6,Autor principal da matéria há menos de 3 anos
151585,PEC 1/2022,"Altera a Emenda Constitucional nº 109, de 15 de março de 2021, para dispor sobre a concessão temporária de auxílio diesel a caminhoneiros autônomos, de subsídio para aquisição de gás liquefeito de petróleo pelas famílias de baixa renda brasileiras e de repasse de recursos da União com vistas a garantir a mobilidade urbana dos idosos, mediante a utilização dos serviços de transporte público coletivo, e autorizar a União, os Estados, o Distrito Federal e os Municípios a reduzirem os tributos sobre os preços de diesel, biodiesel, gás e energia elétrica, bem como outros tributos de caráter extrafiscal.",2022-02-04,Não,5982,0,Co-autor de PEC
151729,PL 238/2022,Dispõe sobre normas de integridade e capacitação nas contratações públicas da União.,2022-02-14,Sim,5982,6,Autor principal da matéria há menos de 3 anos
151728,PL 237/2022,"Altera a Lei nº 12.651, de 25 de maio de 2012; a Lei nº 6.015, de 31 de dezembro de 1973 – Lei dos Registros Públicos; a Lei nº 4.947, de 6 de abril de 1966; e a nº Lei 5.868/1972, de 12 de dezembro de 1972 , para instituir e ampliar a transparência dos dados sobre posse e propriedade de terras.",2022-02-14,Sim,5982,6,Autor principal da matéria há menos de 3 anos
151727,PL 235/2022,Dispõe sobre normas de transparência nas contratações públicas da União.,2022-02-14,Sim,5982,6,Autor principal da matéria há menos de 3 anos
150988,PEC 45/2021,Dispõe sobre a incorporação tecnológica em saúde.,2021-11-25,Não,5982,0,Co-autor de PEC
150820,PEC 42/2021,Introduz a renda básica como direito social e altera o Ato das Disposições Constitucionais Transitórias para viabilizar a garantia de renda às famílias.,2021-11-16,Não,5982,0,Co-autor de PEC
150967,PEC 44/2021,"Altera os arts. 100 e 166 da Constituição Federal, para prever meios alternativos de utilização dos valores decorrentes de precatórios e vedar a inclusão de emendas ao projeto de lei orçamentária nas hipóteses que especifica, e o art. 107 do Ato das Disposições Constitucionais Transitórias para excepcionar do Teto de Gastos as despesas que especifica.",2021-11-24,Não,5982,0,Co-autor de PEC
150752,PEC 41/2021,"Altera a Constituição Federal para criar o Programa Auxílio Brasil, em substituição ao Programa Bolsa Família e para dar transparência à execução das emendas parlamentares.",2021-11-10,Não,5982,0,Co-autor de PEC
149805,PEC 29/2021,"Altera o art. 77 da Constituição Federal para determinar que os três candidatos mais votados no primeiro turno concorram ao segundo turno das eleições para a chefia do Poder Executivo, caso nenhum candidato alcance maioria absoluta na primeira votação.",2021-09-14,Não,5982,0,Co-autor de PEC
149926,PEC 31/2021,"Modifica o art. 3º da Emenda Constitucional nº 97, de 2017.",2021-09-22,Não,5982,0,Co-autor de PEC
149925,PEC 30/2021,Inclui o §3° ao art. 28; e o §6° ao art. 77 da Constituição Federal.,2021-09-22,Não,5982,0,Co-autor de PEC
149091,PLP 106/2021,"Altera a Lei Complementar nº 101, de 4 de maio de 2000, para estabelecer mecanismos efetivos de transparência, impessoalidade e moralidade na elaboração e execução dos orçamentos públicos.",2021-07-13,Sim,5982,6,Autor principal da matéria há menos de 3 anos
148964,PEC 19/2021,"Altera o Capítulo IV – Dos Direitos Políticos, do Título II – Dos Direitos e Garantias Fundamentais da Constituição para estabelecer cota de vagas para candidatos negros nas eleições para o poder legislativo, e cota para candidaturas para cada sexo, e para dispor sobre a destinação dos recursos públicos do Fundo Partidário e do Fundo Especial de Financiamento de Campanha e o tempo de rádio e televisão.",2021-07-01,Não,5982,0,Co-autor de PEC
147745,PEC 4/2021,Acrescenta o art. 115 ao Ato das Disposições Constitucionais Transitórias para prever a imunidade tributária para vacinas humanas no prazo de cinco anos,2021-03-23,Não,5982,0,Co-autor de PEC
146614,PDL 75/2021,"Susta, nos termos do art. 49, inciso V, da Constituição Federal, os efeitos do Anexo III e do Anexo III - B do Edital de Convocação nº 1/2021 - CGPLI PNLD 2023.",2021-02-18,Sim,5982,6,Autor principal da matéria há menos de 3 anos
