,CodigoParlamentar,CodigoMateria,interesse,justificativa_interesse
6289,825.0,122400,0,Co-autor de PEC
6290,825.0,122410,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6291,825.0,122429,0,Co-autor de PEC
6292,825.0,122432,0,Co-autor de PEC
6293,825.0,122469,5,Relatou a matéria há mais de 3 anos em CCJ
6294,825.0,122531,5,Relatou a matéria há mais de 3 anos em CDH - Foi designado como relator mas a matéria foi prejudicada em CDH
6295,825.0,122592,0,Co-autor de PEC
6296,825.0,122610,5,Autor principal da matéria há mais de 3 ano
6297,825.0,122612,5,Autor principal da matéria há mais de 3 ano
6298,825.0,122613,5,Autor principal da matéria há mais de 3 ano
6299,825.0,122614,5,Autor principal da matéria há mais de 3 ano
6300,825.0,122623,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6301,825.0,122660,5,Autor principal da matéria há mais de 3 ano
6302,825.0,122690,0,Co-autor de PEC
6303,825.0,122734,0,Co-autor de PEC
6304,825.0,122764,0,Co-autor de PEC
6305,825.0,122826,5,Autor principal da matéria há mais de 3 ano
6306,825.0,122845,5,Autor principal da matéria há mais de 3 ano
6307,825.0,122846,0,Co-autor de PEC
6308,825.0,122847,5,Relatou a matéria há mais de 3 anos em CDH
6309,825.0,122856,-5,Foi relator mas houve redistribuição da relatoria em CE
6310,825.0,122879,0,Co-autor de PEC
6311,825.0,122964,0,Co-autor de PEC
6312,825.0,122998,-5,Foi relator mas houve redistribuição da relatoria em CDH
6313,825.0,123041,5,Co-autor de PEC - Relatou a matéria há mais de 3 anos em CCJ
6314,825.0,123104,-5,Foi relator mas houve redistribuição da relatoria em CDH
6315,825.0,123137,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6316,825.0,123152,0,Co-autor de PEC
6317,825.0,123156,0,Co-autor de PEC
6318,825.0,123158,0,Co-autor de PEC
6319,825.0,123159,0,Co-autor de PEC
6320,825.0,123166,0,Co-autor de PEC
6321,825.0,123192,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6322,825.0,123227,5,Co-autor de PEC - Autor de emenda há mais de 3 anos
6323,825.0,123228,0,Co-autor de PEC
6324,825.0,123253,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6325,825.0,123356,0,Co-autor de PEC
6326,825.0,123372,-5,Foi relator mas houve redistribuição da relatoria em CDH
6327,825.0,123381,0,Co-autor de PEC
6328,825.0,123419,5,Relatou a matéria há mais de 3 anos em CE
6329,825.0,123496,5,Relatou a matéria há mais de 3 anos em CDH
6330,825.0,123607,5,Relatou a matéria há mais de 3 anos em CE
6331,825.0,123619,5,Relatou a matéria há mais de 3 anos em CE
6332,825.0,123729,5,Relatou a matéria há mais de 3 anos em CAS
6333,825.0,123743,0,Co-autor de PEC
6334,825.0,123763,0,Co-autor de PEC
6335,825.0,123764,0,Co-autor de PEC
6336,825.0,123816,5,Foi designado como relator mas a matéria foi prejudicada em CE - Relatou a matéria há mais de 3 anos em CDH
6337,825.0,123826,0,Co-autor de PEC
6338,825.0,123832,0,Co-autor de PEC
6339,825.0,123834,0,Co-autor de PEC
6340,825.0,123909,0,Co-autor de PEC
6341,825.0,123911,0,Co-autor de PEC
6342,825.0,123978,0,Co-autor de PEC
6343,825.0,123989,0,Relatou a matéria há mais de 3 anos em CDH - Foi relator mas houve redistribuição da relatoria em CDH
6344,825.0,124008,5,Relatou a matéria há mais de 3 anos em CE
6345,825.0,124014,0,Co-autor de PEC
6346,825.0,124017,0,Co-autor de PEC
6347,825.0,124021,0,Co-autor de PEC
6348,825.0,124067,11,Autor principal da matéria há mais de 3 ano - Discursou sobre a matéria (Discurso) há menos de 1 ano
6349,825.0,124118,0,Co-autor de PEC
6350,825.0,124176,0,Co-autor de PEC
6351,825.0,124219,0,Co-autor de PEC
6352,825.0,124251,3,Co-autor da matéria há mais de 3 anos
6353,825.0,124386,0,Co-autor de PEC
6354,825.0,124403,0,Co-autor de PEC
6355,825.0,124405,0,Co-autor de PEC
6356,825.0,124447,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6357,825.0,124449,-5,Foi relator mas houve redistribuição da relatoria em CCJ
6358,825.0,124460,0,Co-autor de PEC
6359,825.0,124478,5,Autor principal da matéria há mais de 3 ano
6360,825.0,124480,5,Autor principal da matéria há mais de 3 ano
6361,825.0,124483,5,Autor principal da matéria há mais de 3 ano
6362,825.0,124499,0,Co-autor de PEC
6363,825.0,124503,0,Co-autor de PEC
6364,825.0,124507,5,Autor principal da matéria há mais de 3 ano
6365,825.0,124520,5,Relatou a matéria há mais de 3 anos em CE
6366,825.0,124526,5,Relatou a matéria há mais de 3 anos em CE
6367,825.0,124661,0,Co-autor de PEC
6368,825.0,124678,-5,Foi relator mas houve redistribuição da relatoria em CAS
6369,825.0,124767,0,Foi designado como relator mas a matéria foi prejudicada em CE
6370,825.0,124779,0,Co-autor de PEC
6371,825.0,124792,6,Autor de emenda há menos de 3 anos
6372,825.0,124806,0,Foi designado como relator mas a matéria foi prejudicada em CE
6373,825.0,124815,0,Co-autor de PEC
6374,825.0,124839,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6375,825.0,124840,0,Co-autor de PEC
6376,825.0,124868,11,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há menos de 3 anos
6377,825.0,124919,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6378,825.0,124940,0,Co-autor de PEC
6379,825.0,125040,0,Co-autor de PEC
6380,825.0,125086,5,Autor principal da matéria há mais de 3 ano
6381,825.0,125087,5,Autor principal da matéria há mais de 3 ano
6382,825.0,125088,5,Autor principal da matéria há mais de 3 ano
6383,825.0,125089,5,Autor principal da matéria há mais de 3 ano
6384,825.0,125090,5,Autor principal da matéria há mais de 3 ano
6385,825.0,125091,5,Autor principal da matéria há mais de 3 ano
6386,825.0,125092,5,Autor principal da matéria há mais de 3 ano
6387,825.0,125185,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
6388,825.0,125186,5,Autor principal da matéria há mais de 3 ano
6389,825.0,125190,5,Autor principal da matéria há mais de 3 ano
6390,825.0,125192,5,Autor principal da matéria há mais de 3 ano
6391,825.0,125193,5,Autor principal da matéria há mais de 3 ano
6392,825.0,125194,5,Autor principal da matéria há mais de 3 ano
6393,825.0,125244,0,Co-autor de PEC
6394,825.0,125298,5,Autor principal da matéria há mais de 3 ano
6395,825.0,125308,5,Autor principal da matéria há mais de 3 ano
6396,825.0,125313,5,Autor principal da matéria há mais de 3 ano
6397,825.0,125333,3,Co-autor da matéria há mais de 3 anos
6398,825.0,125372,5,Autor principal da matéria há mais de 3 ano
6399,825.0,125404,5,Autor principal da matéria há mais de 3 ano
6400,825.0,125445,5,Autor principal da matéria há mais de 3 ano
6401,825.0,125453,0,Co-autor de PEC
6402,825.0,125505,5,Autor principal da matéria há mais de 3 ano
6403,825.0,125547,0,Co-autor de PEC
6404,825.0,125574,0,Co-autor de PEC
6405,825.0,125620,5,Autor principal da matéria há mais de 3 ano
6406,825.0,125657,5,Relatou a matéria há mais de 3 anos em CDH
6407,825.0,125682,5,Autor principal da matéria há mais de 3 ano
6408,825.0,125725,0,Co-autor de PEC
6409,825.0,125726,0,Co-autor de PEC
6410,825.0,125727,0,Co-autor de PEC
6411,825.0,125728,0,Co-autor de PEC
6412,825.0,125757,10,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há mais de 3 anos
6413,825.0,125761,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6414,825.0,125776,10,Relatou a matéria há mais de 3 anos em CE - Foi designado como relator mas a matéria foi prejudicada em CE - Autor de emenda há mais de 3 anos
6415,825.0,125782,5,Autor principal da matéria há mais de 3 ano
6416,825.0,125796,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
6417,825.0,125805,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
6418,825.0,125808,0,Co-autor de PEC
6419,825.0,125840,5,Autor de emenda há mais de 3 anos
6420,825.0,125967,0,Co-autor de PEC
6421,825.0,125990,3,Co-autor da matéria há mais de 3 anos
6422,825.0,126004,5,Autor principal da matéria há mais de 3 ano
6423,825.0,126028,5,Autor principal da matéria há mais de 3 ano
6424,825.0,126029,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6425,825.0,126033,5,Autor principal da matéria há mais de 3 ano
6426,825.0,126056,5,Autor principal da matéria há mais de 3 ano
6427,825.0,126168,5,Autor principal da matéria há mais de 3 ano
6428,825.0,126178,0,Co-autor de PEC
6429,825.0,126200,15,Relatou a matéria há mais de 3 anos em CE - Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
6430,825.0,126291,5,Autor principal da matéria há mais de 3 ano
6431,825.0,126373,5,Relatou a matéria há mais de 3 anos em CDH
6432,825.0,126374,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6433,825.0,126375,5,Relatou a matéria há mais de 3 anos em CDH
6434,825.0,126376,5,Relatou a matéria há mais de 3 anos em CDH
6435,825.0,126383,0,Co-autor de PEC
6436,825.0,126482,0,Co-autor de PEC
6437,825.0,126495,0,Co-autor de PEC
6438,825.0,126519,0,Co-autor de PEC
6439,825.0,126520,0,Co-autor de PEC
6440,825.0,126527,5,Autor de emenda há mais de 3 anos
6441,825.0,126583,5,Autor principal da matéria há mais de 3 ano
6442,825.0,126584,0,Co-autor de PEC
6443,825.0,126656,5,Relatou a matéria há mais de 3 anos em CAS
6444,825.0,126704,14,Relatou a matéria há menos de 1 ano em CDH - Foi designado como relator mas a matéria foi prejudicada em CDH - Autor de emenda há menos de 1 ano
6445,825.0,126710,0,Co-autor de PEC
6446,825.0,126822,0,Co-autor de PEC
6447,825.0,126837,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6448,825.0,126839,0,Co-autor de PEC
6449,825.0,126852,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6450,825.0,126900,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6451,825.0,126977,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6452,825.0,127081,-5,Foi relator mas houve redistribuição da relatoria em CDH
6453,825.0,127083,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
6454,825.0,127101,0,Co-autor de PEC
6455,825.0,127141,5,Relatou a matéria há mais de 3 anos em CAS
6456,825.0,127222,-5,Foi relator mas houve redistribuição da relatoria em CAS
6457,825.0,127226,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6458,825.0,127235,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6459,825.0,127319,0,Co-autor de PEC - Foi designado como relator mas a matéria foi prejudicada em CCJ
6460,825.0,127329,5,Relatou a matéria há mais de 3 anos em CAS
6461,825.0,127337,5,Autor de emenda há mais de 3 anos
6462,825.0,127391,5,Autor principal da matéria há mais de 3 ano
6463,825.0,127412,5,Relatou a matéria há mais de 3 anos em CDH
6464,825.0,127414,0,Co-autor de PEC
6465,825.0,127419,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6466,825.0,127444,0,Co-autor de PEC
6467,825.0,127446,0,Co-autor de PEC
6468,825.0,127555,4,Relator atual designado há menos de 1 ano em CCDD
6469,825.0,127585,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6470,825.0,127597,0,Co-autor de PEC
6471,825.0,127686,0,Co-autor de PEC
6472,825.0,127687,0,Co-autor de PEC
6473,825.0,127746,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6474,825.0,127749,0,Co-autor de PEC
6475,825.0,127783,3,Co-autor da matéria há mais de 3 anos
6476,825.0,127806,5,Autor principal da matéria há mais de 3 ano
6477,825.0,127814,5,Relatou a matéria há mais de 3 anos em CDH
6478,825.0,127890,5,Autor de emenda há mais de 3 anos
6479,825.0,127990,5,Relatou a matéria há mais de 3 anos em CAS
6480,825.0,128023,0,Co-autor de PEC
6481,825.0,128035,0,Co-autor de PEC
6482,825.0,128122,0,Foi designado como relator mas a matéria foi prejudicada em CRE
6483,825.0,128137,5,Relatou a matéria há mais de 3 anos em CDH
6484,825.0,128165,5,Autor principal da matéria há mais de 3 ano
6485,825.0,128170,0,Foi designado como relator mas a matéria foi prejudicada em CRE
6486,825.0,128196,0,Co-autor de PEC
6487,825.0,128200,0,Co-autor de PEC
6488,825.0,128236,0,Co-autor de PEC
6489,825.0,128252,0,Co-autor de PEC
6490,825.0,128261,0,Co-autor de PEC
6491,825.0,128286,5,Autor principal da matéria há mais de 3 ano
6492,825.0,128288,5,Autor principal da matéria há mais de 3 ano
6493,825.0,128329,5,Relatou a matéria há mais de 3 anos em CDH
6494,825.0,128342,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6495,825.0,128465,6,Autor de emenda há menos de 3 anos
6496,825.0,128502,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6497,825.0,128536,0,Co-autor de PEC
6498,825.0,128541,0,Co-autor de PEC
6499,825.0,128546,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6500,825.0,128563,0,Co-autor de PEC
6501,825.0,128614,15,Relatou a matéria há mais de 3 anos em CE - Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
6502,825.0,128622,0,Co-autor de PEC
6503,825.0,128624,-5,Foi relator mas houve redistribuição da relatoria em CAS
6504,825.0,128626,5,Relatou a matéria há mais de 3 anos em CAS
6505,825.0,128679,0,Co-autor de PEC
6506,825.0,128911,5,Autor principal da matéria há mais de 3 ano
6507,825.0,129032,0,Co-autor de PEC
6508,825.0,129049,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6509,825.0,129091,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6510,825.0,129124,-5,Foi relator mas houve redistribuição da relatoria em CRE
6511,825.0,129142,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6512,825.0,129152,0,Co-autor de PEC
6513,825.0,129157,0,Co-autor de PEC
6514,825.0,129158,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6515,825.0,129219,0,Co-autor de PEC
6516,825.0,129238,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6517,825.0,129283,3,Co-autor da matéria há mais de 3 anos
6518,825.0,129346,0,Co-autor de PEC
6519,825.0,129370,0,Co-autor de PEC
6520,825.0,129371,10,Relatou a matéria há mais de 3 anos em CAS - Relatou a matéria há mais de 3 anos em CDH
6521,825.0,129533,5,Autor principal da matéria há mais de 3 ano
6522,825.0,129560,5,Autor principal da matéria há mais de 3 ano
6523,825.0,129565,0,Co-autor de PEC
6524,825.0,129566,0,Co-autor de PEC
6525,825.0,129580,5,Autor principal da matéria há mais de 3 ano
6526,825.0,129727,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6527,825.0,129741,11,Relatou a matéria há mais de 3 anos em CAS - Foi relator ad hoc em CAS - Relatou a matéria há mais de 3 anos em CDH
6528,825.0,129778,0,Co-autor de PEC
6529,825.0,129807,0,Co-autor de PEC
6530,825.0,129889,0,Foi designado como relator mas a matéria foi prejudicada em CTFC
6531,825.0,129962,5,Autor principal da matéria há mais de 3 ano
6532,825.0,130038,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6533,825.0,130042,5,Relatou a matéria há mais de 3 anos em CE
6534,825.0,130165,5,Autor principal da matéria há mais de 3 ano
6535,825.0,130179,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6536,825.0,130226,5,Autor principal da matéria há mais de 3 ano
6537,825.0,130254,5,Autor principal da matéria há mais de 3 ano
6538,825.0,130256,5,Autor principal da matéria há mais de 3 ano
6539,825.0,130257,5,Autor principal da matéria há mais de 3 ano
6540,825.0,130258,5,Autor principal da matéria há mais de 3 ano
6541,825.0,130302,4,Relator atual designado há menos de 1 ano em CAS
6542,825.0,130304,5,Relatou a matéria há mais de 3 anos em CDH
6543,825.0,130354,5,Autor principal da matéria há mais de 3 ano
6544,825.0,130355,5,Autor principal da matéria há mais de 3 ano
6545,825.0,130356,5,Autor principal da matéria há mais de 3 ano
6546,825.0,130357,5,Autor principal da matéria há mais de 3 ano
6547,825.0,130360,5,Autor principal da matéria há mais de 3 ano
6548,825.0,130368,5,Autor principal da matéria há mais de 3 ano
6549,825.0,130387,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6550,825.0,130458,5,Autor principal da matéria há mais de 3 ano
6551,825.0,130459,5,Autor principal da matéria há mais de 3 ano
6552,825.0,130477,0,Co-autor de PEC
6553,825.0,130527,5,Autor principal da matéria há mais de 3 ano
6554,825.0,130538,-5,Foi relator mas houve redistribuição da relatoria em CDH
6555,825.0,130645,-1,Relator atual designado há menos de 1 ano em CE - Foi relator mas houve redistribuição da relatoria em CE
6556,825.0,130649,5,Autor de emenda há mais de 3 anos
6557,825.0,130738,5,Autor principal da matéria há mais de 3 ano
6558,825.0,130838,-5,Foi relator mas houve redistribuição da relatoria em CAS
6559,825.0,130907,5,Relatou a matéria há mais de 3 anos em CDH
6560,825.0,130919,0,Co-autor de PEC
6561,825.0,130924,0,Co-autor de PEC
6562,825.0,130933,5,Autor principal da matéria há mais de 3 ano
6563,825.0,130940,5,Relatou a matéria há mais de 3 anos em CAS
6564,825.0,130944,5,Autor principal da matéria há mais de 3 ano
6565,825.0,130971,5,Autor principal da matéria há mais de 3 ano
6566,825.0,130995,3,Co-autor da matéria há mais de 3 anos
6567,825.0,130998,5,Autor principal da matéria há mais de 3 ano
6568,825.0,130999,5,Autor principal da matéria há mais de 3 ano
6569,825.0,131023,5,Autor principal da matéria há mais de 3 ano
6570,825.0,131076,5,Autor principal da matéria há mais de 3 ano
6571,825.0,131089,0,Co-autor de PEC
6572,825.0,131238,3,Co-autor da matéria há mais de 3 anos
6573,825.0,131275,5,Relatou a matéria há mais de 3 anos em CDH
6574,825.0,131280,11,Relatou a matéria há menos de 3 anos em PLEN - Relatou a matéria há mais de 3 anos em CE
6575,825.0,131293,0,Co-autor de PEC
6576,825.0,131340,0,Co-autor de PEC
6577,825.0,131350,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6578,825.0,131400,0,Foi designado como relator mas a matéria foi prejudicada em CAE
6579,825.0,131417,10,Relatou a matéria há mais de 3 anos em CAE - Autor de emenda há mais de 3 anos
6580,825.0,131528,0,Foi designado como relator mas a matéria foi prejudicada em CDR
6581,825.0,131536,0,Co-autor de PEC
6582,825.0,131646,5,Autor principal da matéria há mais de 3 ano
6583,825.0,131695,0,Co-autor de PEC
6584,825.0,131729,0,Co-autor de PEC
6585,825.0,131751,0,Co-autor de PEC
6586,825.0,131763,0,Co-autor de PEC
6587,825.0,131827,11,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há menos de 3 anos
6588,825.0,131846,0,Co-autor de PEC
6589,825.0,131869,6,Discursou sobre a matéria (Discurso) há menos de 1 ano
6590,825.0,131945,5,Relatou a matéria há mais de 3 anos em CAS
6591,825.0,131955,-5,Foi relator mas houve redistribuição da relatoria em CE
6592,825.0,131958,0,Co-autor de PEC
6593,825.0,131972,0,Co-autor de PEC
6594,825.0,131974,0,Co-autor de PEC
6595,825.0,131994,5,Relatou a matéria há mais de 3 anos em CDH
6596,825.0,132001,5,Relatou a matéria há mais de 3 anos em CAS
6597,825.0,132044,0,Foi designado como relator mas a matéria foi prejudicada em CAE
6598,825.0,132049,0,Co-autor de PEC
6599,825.0,132157,5,Autor principal da matéria há mais de 3 ano
6600,825.0,132165,-5,Foi relator mas houve redistribuição da relatoria em CDH
6601,825.0,132205,0,Co-autor de PEC
6602,825.0,132207,0,Co-autor de PEC
6603,825.0,132208,0,Co-autor de PEC
6604,825.0,132209,0,Co-autor de PEC
6605,825.0,132268,0,Foi designado como relator mas a matéria foi prejudicada em CAE
6606,825.0,132302,-5,Foi relator mas houve redistribuição da relatoria em CDH
6607,825.0,132366,5,Relatou a matéria há mais de 3 anos em CAS
6608,825.0,132387,5,Autor principal da matéria há mais de 3 ano
6609,825.0,132414,5,Relatou a matéria há mais de 3 anos em CDH
6610,825.0,132461,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6611,825.0,132462,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
6612,825.0,132483,5,Autor principal da matéria há mais de 3 ano
6613,825.0,132485,5,Autor principal da matéria há mais de 3 ano
6614,825.0,132560,10,Relatou a matéria há mais de 3 anos em CTFC - Autor de emenda há mais de 3 anos
6615,825.0,132605,-5,Foi relator mas houve redistribuição da relatoria em CDH
6616,825.0,132678,5,Relatou a matéria há mais de 3 anos em CAE - Foi designado como relator mas a matéria foi prejudicada em CDR
6617,825.0,132686,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6618,825.0,132709,0,Foi designado como relator mas a matéria foi prejudicada em CE
6619,825.0,132751,5,Relatou a matéria há mais de 3 anos em CAS
6620,825.0,132766,5,Relatou a matéria há mais de 3 anos em CDH
6621,825.0,132768,5,Autor principal da matéria há mais de 3 ano
6622,825.0,132869,0,Foi designado como relator mas a matéria foi prejudicada em CE
6623,825.0,132870,-5,Foi relator mas houve redistribuição da relatoria em CAS
6624,825.0,132929,-5,Foi relator mas houve redistribuição da relatoria em CAS
6625,825.0,132976,0,Foi designado como relator mas a matéria foi prejudicada em CTFC
6626,825.0,133015,5,Relatou a matéria há mais de 3 anos em CE
6627,825.0,133129,5,Relatou a matéria há mais de 3 anos em CDH
6628,825.0,133210,6,Discursou sobre a matéria (Discurso) há menos de 1 ano
6629,825.0,133214,3,Co-autor da matéria há mais de 3 anos
6630,825.0,133264,5,Autor de emenda há mais de 3 anos
6631,825.0,133268,3,Co-autor da matéria há mais de 3 anos
6632,825.0,133280,-5,Foi relator mas houve redistribuição da relatoria em CDH
6633,825.0,133281,5,Autor principal da matéria há mais de 3 ano
6634,825.0,133290,-5,Foi relator mas houve redistribuição da relatoria em CDH
6635,825.0,133303,0,Co-autor de PEC
6636,825.0,133424,-5,Foi relator mas houve redistribuição da relatoria em CDH
6637,825.0,133439,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6638,825.0,133440,3,Co-autor da matéria há mais de 3 anos
6639,825.0,133471,3,Co-autor da matéria há mais de 3 anos
6640,825.0,133539,0,Co-autor de PEC
6641,825.0,133557,0,Co-autor de PEC
6642,825.0,133570,17,Relatou a matéria há mais de 3 anos em CE - Discursou sobre a matéria (Discurso) há menos de 1 ano - Discursou sobre a matéria (Pela ordem) há menos de 1 ano
6643,825.0,133604,5,Autor principal da matéria há mais de 3 ano
6644,825.0,133644,3,Co-autor da matéria há mais de 3 anos
6645,825.0,133729,0,Co-autor de PEC
6646,825.0,133771,10,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há mais de 3 anos
6647,825.0,133774,0,Foi designado como relator mas a matéria foi prejudicada em CE
6648,825.0,133858,5,Autor principal da matéria há mais de 3 ano
6649,825.0,133891,5,Relatou a matéria há mais de 3 anos em CDH
6650,825.0,133938,-5,Foi relator mas houve redistribuição da relatoria em CDH
6651,825.0,133957,5,Relatou a matéria há mais de 3 anos em CE
6652,825.0,133960,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6653,825.0,134079,5,Relatou a matéria há mais de 3 anos em CE
6654,825.0,134080,-5,Foi relator mas houve redistribuição da relatoria em CDH
6655,825.0,134161,5,Autor principal da matéria há mais de 3 ano
6656,825.0,134197,0,Foi designado como relator mas a matéria foi prejudicada em CAE
6657,825.0,134224,0,Co-autor de PEC
6658,825.0,134281,6,Autor de emenda há menos de 3 anos
6659,825.0,134284,0,Foi designado como relator mas a matéria foi prejudicada em CAS
6660,825.0,134288,5,Autor principal da matéria há mais de 3 ano
6661,825.0,134358,5,Relatou a matéria há mais de 3 anos em CAS
6662,825.0,134377,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6663,825.0,134461,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
6664,825.0,134465,6,Relatou a matéria há menos de 3 anos em CE
6665,825.0,134502,6,Relatou a matéria há menos de 3 anos em CDH
6666,825.0,134532,0,Co-autor de PEC
6667,825.0,134533,0,Co-autor de PEC
6668,825.0,134534,0,Co-autor de PEC
6669,825.0,134606,-5,Foi relator mas houve redistribuição da relatoria em CDR - Foi designado como relator mas a matéria foi prejudicada em CDR
6670,825.0,134626,5,Autor principal da matéria há mais de 3 ano
6671,825.0,134690,3,Co-autor da matéria há mais de 3 anos
6672,825.0,134758,3,Co-autor da matéria há mais de 3 anos
6673,825.0,134772,5,Autor principal da matéria há mais de 3 ano
6674,825.0,134782,0,Co-autor de PEC
6675,825.0,134843,11,Relatou a matéria há menos de 3 anos em PLEN - Relatou a matéria há mais de 3 anos em CDH
6676,825.0,134920,0,Co-autor de PEC
6677,825.0,134965,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6678,825.0,134967,6,Autor de emenda há menos de 3 anos
6679,825.0,135002,0,Foi designado como relator mas a matéria foi prejudicada em CDH
6680,825.0,135079,5,Autor de emenda há mais de 3 anos
6681,825.0,135095,5,Relatou a matéria há mais de 3 anos em CDH
6682,825.0,135096,5,Relatou a matéria há mais de 3 anos em CDH
6683,825.0,135116,5,Autor principal da matéria há mais de 3 ano
6684,825.0,135120,0,Co-autor de PEC
6685,825.0,135138,-5,Foi relator mas houve redistribuição da relatoria em CAS
6686,825.0,135147,5,Autor de emenda há mais de 3 anos
6687,825.0,135150,3,Co-autor da matéria há mais de 3 anos
6688,825.0,135151,3,Co-autor da matéria há mais de 3 anos
6689,825.0,135152,7,Co-autor da matéria há mais de 3 anos - Relator atual designado há menos de 1 ano em CAE - Foi designado como relator mas a matéria foi prejudicada em CAE
6690,825.0,135153,3,Co-autor da matéria há mais de 3 anos
6691,825.0,135154,3,Co-autor da matéria há mais de 3 anos
6692,825.0,135229,-5,Foi relator mas houve redistribuição da relatoria em CDH
6693,825.0,135236,5,Autor principal da matéria há mais de 3 ano
6694,825.0,135378,6,Autor de emenda há menos de 3 anos
6695,825.0,135379,0,Co-autor de PEC
6696,825.0,135391,0,Co-autor de PEC
6697,825.0,135400,0,Co-autor de PEC
6698,825.0,135422,17,Autor principal da matéria há mais de 3 ano - Discursou sobre a matéria (Pela ordem) há menos de 1 ano - Discursou sobre a matéria (Encaminhamento) há menos de 1 ano
6699,825.0,135425,5,Autor principal da matéria há mais de 3 ano
6700,825.0,135490,4,Relator atual designado há menos de 1 ano em CCJ
6701,825.0,135553,0,Co-autor de PEC
6702,825.0,135561,-5,Foi relator mas houve redistribuição da relatoria em CE
6703,825.0,135571,0,Co-autor de PEC
6704,825.0,135592,-5,Foi relator mas houve redistribuição da relatoria em CDH
6705,825.0,135594,0,Co-autor de PEC
6706,825.0,135605,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
6707,825.0,135613,0,Co-autor de PEC
6708,825.0,135654,5,Relatou a matéria há mais de 3 anos em CAS
6709,825.0,135718,0,Co-autor de PEC
6710,825.0,135721,0,Co-autor de PEC
6711,825.0,135735,5,Autor principal da matéria há mais de 3 ano
6712,825.0,135780,3,Co-autor da matéria há mais de 3 anos
6713,825.0,135783,3,Co-autor da matéria há mais de 3 anos
6714,825.0,135817,0,Co-autor de PEC
6715,825.0,135821,3,Co-autor da matéria há mais de 3 anos
6716,825.0,135823,0,Co-autor de PEC
6717,825.0,135839,-5,Foi relator mas houve redistribuição da relatoria em CDH
6718,825.0,135861,0,Co-autor de PEC
6719,825.0,135883,0,Co-autor de PEC
6720,825.0,135953,0,Co-autor de PEC
6721,825.0,135972,0,Co-autor de PEC
6722,825.0,135973,0,Co-autor de PEC
6723,825.0,135978,0,Co-autor de PEC
