,CodigoParlamentar,CodigoMateria,interesse,justificativa_interesse
0,22.0,807,5,Autor principal da matéria há mais de 3 ano
1,22.0,828,5,Autor principal da matéria há mais de 3 ano
2,22.0,1246,5,Autor principal da matéria há mais de 3 ano
3,22.0,1651,5,Autor principal da matéria há mais de 3 ano
4,22.0,1671,5,Autor principal da matéria há mais de 3 ano
5,22.0,17338,5,Autor principal da matéria há mais de 3 ano
6,22.0,17955,5,Autor principal da matéria há mais de 3 ano
7,22.0,18353,5,Autor principal da matéria há mais de 3 ano
8,22.0,18385,5,Autor principal da matéria há mais de 3 ano
9,22.0,24816,5,Autor principal da matéria há mais de 3 ano
10,22.0,25823,5,Autor principal da matéria há mais de 3 ano
11,22.0,26169,5,Autor principal da matéria há mais de 3 ano
12,22.0,26202,5,Autor principal da matéria há mais de 3 ano
13,22.0,27355,5,Autor principal da matéria há mais de 3 ano
14,22.0,27797,5,Autor principal da matéria há mais de 3 ano
15,22.0,28020,5,Autor principal da matéria há mais de 3 ano
16,22.0,28263,5,Autor principal da matéria há mais de 3 ano
17,22.0,28285,5,Autor principal da matéria há mais de 3 ano
18,22.0,28354,5,Autor principal da matéria há mais de 3 ano
19,22.0,28488,5,Autor principal da matéria há mais de 3 ano
20,22.0,28489,5,Autor principal da matéria há mais de 3 ano
21,22.0,30086,9,Autor principal da matéria há mais de 3 ano - Discursou sobre a matéria (Discurso) há menos de 3 anos
22,22.0,30280,5,Autor principal da matéria há mais de 3 ano
23,22.0,30439,5,Autor principal da matéria há mais de 3 ano
24,22.0,30856,5,Autor principal da matéria há mais de 3 ano
25,22.0,31964,5,Autor principal da matéria há mais de 3 ano
26,22.0,32401,5,Autor principal da matéria há mais de 3 ano
27,22.0,32435,5,Autor principal da matéria há mais de 3 ano
28,22.0,32477,5,Autor principal da matéria há mais de 3 ano
29,22.0,32623,5,Autor principal da matéria há mais de 3 ano
30,22.0,32838,5,Autor principal da matéria há mais de 3 ano
31,22.0,32980,5,Autor principal da matéria há mais de 3 ano
32,22.0,42400,5,Autor principal da matéria há mais de 3 ano
33,22.0,42571,5,Autor principal da matéria há mais de 3 ano
34,22.0,47830,5,Autor principal da matéria há mais de 3 ano
35,22.0,107967,12,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
36,22.0,109494,5,Autor de emenda há mais de 3 anos
37,22.0,111929,-1,Foi relator mas houve redistribuição da relatoria em CAE - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
38,22.0,114302,1,Foi relator ad hoc em CRA
39,22.0,119532,0,Foi designado como relator mas a matéria foi prejudicada em CAE
40,22.0,119590,6,Autor de emenda há menos de 3 anos
41,22.0,120656,12,Relatou a matéria há mais de 3 anos em CAE - Discursou sobre a matéria (Discussão) há mais de 3 anos - Autor de emenda há mais de 3 anos
42,22.0,121646,0,Foi designado como relator mas a matéria foi prejudicada em CAE
43,22.0,121668,10,Relatou a matéria há mais de 3 anos em CCJ - Autor de emenda há mais de 3 anos
44,22.0,121731,0,Foi designado como relator mas a matéria foi prejudicada em CAE
45,22.0,122683,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
46,22.0,122923,0,Foi designado como relator mas a matéria foi prejudicada em CAE
47,22.0,123050,0,Foi designado como relator mas a matéria foi prejudicada em CAE
48,22.0,123193,6,Relatou a matéria há menos de 3 anos em CI
49,22.0,123261,19,Relatou a matéria há menos de 3 anos em PLEN - Relatou a matéria há mais de 3 anos em CAE - Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
50,22.0,123964,0,Foi designado como relator mas a matéria foi prejudicada em CAE
51,22.0,124405,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
52,22.0,124494,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
53,22.0,124684,0,Foi designado como relator mas a matéria foi prejudicada em CAE
54,22.0,125989,0,Foi designado como relator mas a matéria foi prejudicada em CAE
55,22.0,126076,-5,Foi relator mas houve redistribuição da relatoria em CRE
56,22.0,128137,5,Relatou a matéria há mais de 3 anos em CAE
57,22.0,128728,4,Relator atual designado há menos de 1 ano em CCDD
58,22.0,129571,6,Relatou a matéria há menos de 3 anos em CAE
59,22.0,130159,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
60,22.0,130521,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
61,22.0,131299,0,Foi designado como relator mas a matéria foi prejudicada em CE
62,22.0,131730,6,Relatou a matéria há menos de 3 anos em PLEN
63,22.0,131845,11,Relatou a matéria há mais de 3 anos em CAE - Autor de emenda há menos de 3 anos
64,22.0,131855,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
65,22.0,132341,0,Foi designado como relator mas a matéria foi prejudicada em CAE
66,22.0,132563,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
67,22.0,132847,5,Autor de emenda há mais de 3 anos
68,22.0,132866,0,Foi designado como relator mas a matéria foi prejudicada em CAE
69,22.0,133096,10,Relatou a matéria há mais de 3 anos em CRE - Autor de emenda há mais de 3 anos
70,22.0,133289,5,Relatou a matéria há mais de 3 anos em CCJ
71,22.0,133432,8,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discussão) há menos de 3 anos
72,22.0,133623,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
73,22.0,133833,0,Foi designado como relator mas a matéria foi prejudicada em CRA
74,22.0,134195,0,Foi designado como relator mas a matéria foi prejudicada em CRE
75,22.0,134225,5,Relatou a matéria há mais de 3 anos em CRE
76,22.0,134365,2,Foi designado como relator mas a matéria foi prejudicada em CCJ - Discursou sobre a matéria (Discussão) há mais de 3 anos
77,22.0,134416,4,Relator atual designado há menos de 1 ano em CCDD
78,22.0,134585,8,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
79,22.0,134586,8,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
80,22.0,134694,5,Autor de emenda há mais de 3 anos
81,22.0,134718,-5,Foi relator mas houve redistribuição da relatoria em CAE - Foi designado como relator mas a matéria foi prejudicada em CAE
82,22.0,134731,10,Relatou a matéria há mais de 3 anos em CCJ - Autor de emenda há mais de 3 anos
83,22.0,134825,0,Foi designado como relator mas a matéria foi prejudicada em CE
84,22.0,135062,5,Autor de emenda há mais de 3 anos
85,22.0,135079,5,Autor de emenda há mais de 3 anos
86,22.0,135131,7,Relatou a matéria há menos de 1 ano em CAE - Foi designado como relator mas a matéria foi prejudicada em CAE
87,22.0,135147,2,Discursou sobre a matéria (Discurso) há mais de 3 anos
88,22.0,135191,5,Autor de emenda há mais de 3 anos
89,22.0,135227,5,Autor principal da matéria há mais de 3 ano
90,22.0,135239,5,Relatou a matéria há mais de 3 anos em CRA
91,22.0,135241,10,Relatou a matéria há mais de 3 anos em CRA - Autor de emenda há mais de 3 anos
92,22.0,135253,0,Co-autor de PEC
93,22.0,135378,19,Autor principal da matéria há mais de 3 ano - Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 1 ano
94,22.0,135391,0,Co-autor de PEC
95,22.0,135400,0,Co-autor de PEC
96,22.0,135453,8,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
97,22.0,135496,4,Relator atual designado há menos de 1 ano em CE - Foi designado como relator mas a matéria foi prejudicada em CE
98,22.0,135525,5,Relatou a matéria há mais de 3 anos em CRE
99,22.0,135567,19,Relatou a matéria há menos de 1 ano em CRA - Foi designado como relator mas a matéria foi prejudicada em CRA - Relatou a matéria há menos de 3 anos em CRA - Autor de emenda há menos de 3 anos
100,22.0,135571,0,Co-autor de PEC
101,22.0,135609,6,Co-autor de PEC - Discursou sobre a matéria (Pela ordem) há menos de 1 ano
102,22.0,135613,0,Co-autor de PEC
103,22.0,135643,5,Autor principal da matéria há mais de 3 ano
104,22.0,135699,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
105,22.0,135718,0,Co-autor de PEC
106,22.0,135719,0,Co-autor de PEC
107,22.0,135721,0,Co-autor de PEC
108,22.0,135739,5,Relatou a matéria há mais de 3 anos em CRE
109,22.0,135821,3,Co-autor da matéria há mais de 3 anos - Foi designado como relator mas a matéria foi prejudicada em CCJ
110,22.0,135855,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
111,22.0,135861,0,Co-autor de PEC
112,22.0,135883,0,Co-autor de PEC
113,22.0,135952,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
114,22.0,135953,0,Co-autor de PEC
115,22.0,135977,0,Co-autor de PEC
116,22.0,135978,0,Co-autor de PEC
117,22.0,135983,10,Relatou a matéria há mais de 3 anos em CCJ - Autor de emenda há mais de 3 anos
118,22.0,136025,7,Relatou a matéria há menos de 1 ano em CAE
119,22.0,136048,14,Relatou a matéria há menos de 1 ano em CCJ - Foi designado como relator mas a matéria foi prejudicada em CCJ - Autor de emenda há menos de 1 ano
120,22.0,136095,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
121,22.0,136115,0,Co-autor de PEC
122,22.0,136153,0,Co-autor de PEC
123,22.0,136165,0,Co-autor de PEC
124,22.0,136166,0,Co-autor de PEC
125,22.0,136167,0,Foi designado como relator mas a matéria foi prejudicada em CCJ
126,22.0,136208,0,Foi designado como relator mas a matéria foi prejudicada em CE
127,22.0,136263,0,Co-autor de PEC
128,22.0,136269,0,Foi designado como relator mas a matéria foi prejudicada em CRE
129,22.0,136270,0,Co-autor de PEC
130,22.0,136296,0,Co-autor de PEC
131,22.0,136348,0,Foi designado como relator mas a matéria foi prejudicada em CAE
132,22.0,136501,0,Co-autor de PEC
133,22.0,136502,10,Relatou a matéria há mais de 3 anos em CRE - Autor de emenda há mais de 3 anos
134,22.0,136504,11,Relatou a matéria há menos de 3 anos em PLEN - Relatou a matéria há mais de 3 anos em CRE
135,22.0,136599,0,Co-autor de PEC
136,22.0,136639,4,Co-autor de PEC - Discursou sobre a matéria (Discussão) há menos de 3 anos
137,22.0,136646,5,Relatou a matéria há mais de 3 anos em CRE
138,22.0,136732,0,Co-autor de PEC
139,22.0,136742,0,Co-autor de PEC
140,22.0,136767,0,Co-autor de PEC
141,22.0,136774,0,Foi designado como relator mas a matéria foi prejudicada em CAE
142,22.0,136775,0,Co-autor de PEC
143,22.0,136802,0,Co-autor de PEC
144,22.0,136804,0,Co-autor de PEC
145,22.0,136812,0,Co-autor de PEC
146,22.0,136913,10,Co-autor de PEC - Relatou a matéria há mais de 3 anos em CCJ - Autor de emenda há mais de 3 anos
147,22.0,136926,0,Co-autor de PEC
148,22.0,136938,0,Co-autor de PEC
149,22.0,137003,5,Foi designado como relator mas a matéria foi prejudicada em CAE - Autor de emenda há mais de 3 anos
150,22.0,137040,14,Relatou a matéria há menos de 1 ano em CE - Autor de emenda há menos de 1 ano
151,22.0,137044,0,Co-autor de PEC
152,22.0,137178,5,Autor de emenda há mais de 3 anos
153,22.0,137252,5,Relatou a matéria há mais de 3 anos em CAE
154,22.0,137305,0,Co-autor de PEC
155,22.0,137331,5,Autor principal da matéria há mais de 3 ano
156,22.0,137471,0,Co-autor de PEC
157,22.0,137532,0,Co-autor de PEC
158,22.0,137633,3,Co-autor da matéria há mais de 3 anos
159,22.0,137691,26,Relatou a matéria há menos de 1 ano em CCJ - Foi designado como relator mas a matéria foi prejudicada em CCJ - Discursou sobre a matéria (Discussão) há menos de 1 ano - Discursou sobre a matéria (Pela ordem) há menos de 1 ano - Autor de emenda há menos de 1 ano
160,22.0,137695,0,Co-autor de PEC - Foi designado como relator mas a matéria foi prejudicada em CCJ
161,22.0,137699,6,Co-autor de PEC - Autor de emenda há menos de 3 anos
162,22.0,137799,5,Relatou a matéria há mais de 3 anos em CRE
163,22.0,137859,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
164,22.0,137864,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
165,22.0,137928,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
166,22.0,137935,0,Co-autor de PEC
167,22.0,137999,5,Autor de emenda há mais de 3 anos
168,22.0,138000,0,Co-autor de PEC
169,22.0,138053,4,Relator atual designado há menos de 1 ano em CAE - Foi designado como relator mas a matéria foi prejudicada em CAE
170,22.0,138073,7,Relatou a matéria há menos de 1 ano em CE - Foi designado como relator mas a matéria foi prejudicada em CE
171,22.0,138075,4,Relator atual designado há menos de 1 ano em CE - Foi designado como relator mas a matéria foi prejudicada em CE
172,22.0,138117,10,Relatou a matéria há mais de 3 anos em CRA - Autor de emenda há mais de 3 anos
173,22.0,138151,0,Co-autor de PEC
174,22.0,138171,5,Autor de emenda há mais de 3 anos
175,22.0,138346,5,Relatou a matéria há mais de 3 anos em CRE
176,22.0,138489,0,Co-autor de PEC
177,22.0,138555,0,Co-autor de PEC
178,22.0,138717,4,Relator atual designado há menos de 1 ano em CCJ - Foi designado como relator mas a matéria foi prejudicada em CCJ
179,22.0,138749,0,Co-autor de PEC
180,22.0,138762,0,Co-autor de PEC
181,22.0,138823,5,Relatou a matéria há mais de 3 anos em CRE
182,22.0,138831,0,Foi designado como relator mas a matéria foi prejudicada em CE
183,22.0,138832,-5,Foi relator mas houve redistribuição da relatoria em CMA
184,22.0,138892,4,Relator atual designado há menos de 1 ano em CAE
185,22.0,138894,0,Co-autor de PEC
186,22.0,138896,0,Co-autor de PEC
187,22.0,138897,0,Co-autor de PEC
188,22.0,138934,5,Relatou a matéria há mais de 3 anos em CE
189,22.0,138937,0,Foi designado como relator mas a matéria foi prejudicada em CRA
190,22.0,138992,5,Autor principal da matéria há mais de 3 ano
191,22.0,138993,5,Autor principal da matéria há mais de 3 ano
192,22.0,138997,5,Autor principal da matéria há mais de 3 ano
193,22.0,138999,5,Autor principal da matéria há mais de 3 ano
194,22.0,139017,4,Relator atual designado há menos de 1 ano em CAE - Foi designado como relator mas a matéria foi prejudicada em CAE
195,22.0,139039,3,Co-autor da matéria há mais de 3 anos
196,22.0,139063,0,Co-autor de PEC
197,22.0,139116,0,Co-autor de PEC
198,22.0,139189,4,Relator atual designado há menos de 1 ano em CCDD
199,22.0,139254,11,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há menos de 3 anos
200,22.0,139273,0,Co-autor de PEC
201,22.0,139274,0,Co-autor de PEC
202,22.0,139285,8,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
203,22.0,139378,0,Co-autor de PEC
204,22.0,139392,0,Co-autor de PEC
205,22.0,139511,0,Co-autor de PEC
206,22.0,139624,3,Co-autor da matéria há mais de 3 anos
207,22.0,139628,0,Co-autor de PEC
208,22.0,139697,31,Relatou a matéria há menos de 1 ano em PLEN - Relatou a matéria há menos de 1 ano em CAE - Foi designado como relator mas a matéria foi prejudicada em CAE - Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 1 ano - Autor de emenda há menos de 1 ano
209,22.0,139702,8,Co-autor de PEC - Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discussão) há menos de 3 anos
210,22.0,139703,0,Co-autor de PEC
211,22.0,139704,0,Co-autor de PEC
212,22.0,139715,0,Co-autor de PEC
213,22.0,139731,0,Co-autor de PEC
214,22.0,139747,0,Co-autor de PEC
215,22.0,139757,4,Discursou sobre a matéria (Pela ordem) há mais de 3 anos - Discursou sobre a matéria (Pela Liderança) há mais de 3 anos
216,22.0,140042,6,Autor de emenda há menos de 3 anos
217,22.0,140059,0,Co-autor de PEC
218,22.0,140079,5,Relatou a matéria há mais de 3 anos em CRA
219,22.0,140081,0,Co-autor de PEC
220,22.0,140096,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
221,22.0,140153,0,Co-autor de PEC
222,22.0,140157,6,Relatou a matéria há menos de 3 anos em CAE
223,22.0,140173,0,Co-autor de PEC
224,22.0,140240,0,Co-autor de PEC
225,22.0,140256,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
226,22.0,140271,0,Co-autor de PEC
227,22.0,140290,6,Discursou sobre a matéria (Discurso) há menos de 1 ano
228,22.0,140310,3,Co-autor da matéria há mais de 3 anos
229,22.0,140343,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
230,22.0,140385,5,Autor de emenda há mais de 3 anos
231,22.0,140534,5,Autor de emenda há mais de 3 anos
232,22.0,140558,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
233,22.0,140576,0,Co-autor de PEC
234,22.0,140627,0,Foi designado como relator mas a matéria foi prejudicada em CE
235,22.0,140639,0,Co-autor de PEC
236,22.0,140740,6,Relatou a matéria há menos de 3 anos em CE
237,22.0,140742,4,Relator atual designado há menos de 1 ano em CI
238,22.0,140808,0,Co-autor de PEC
239,22.0,140997,5,Relatou a matéria há mais de 3 anos em CRE
240,22.0,140998,5,Relatou a matéria há mais de 3 anos em CRE
241,22.0,140999,5,Relatou a matéria há mais de 3 anos em CRE
242,22.0,141096,0,Co-autor de PEC
243,22.0,141114,2,Discursou sobre a matéria (Pela Liderança) há mais de 3 anos
244,22.0,141174,5,Relatou a matéria há mais de 3 anos em PLEN
245,22.0,141182,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
246,22.0,141188,5,Autor de emenda há mais de 3 anos
247,22.0,141194,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
248,22.0,141198,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
249,22.0,141203,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
250,22.0,141210,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
251,22.0,141235,5,Autor principal da matéria há mais de 3 ano
252,22.0,141259,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
253,22.0,141267,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
254,22.0,141268,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
255,22.0,141270,5,Autor de emenda há mais de 3 anos
256,22.0,141292,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
257,22.0,141307,0,Foi designado como relator mas a matéria foi prejudicada em PLEN
258,22.0,141375,9,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Autor de emenda há mais de 3 anos
259,22.0,141415,5,Autor de emenda há mais de 3 anos
260,22.0,141443,5,Autor de emenda há mais de 3 anos
261,22.0,141503,5,Autor de emenda há mais de 3 anos
262,22.0,141566,0,Co-autor de PEC
263,22.0,141614,7,Relatou a matéria há mais de 3 anos em PLEN - Discursou sobre a matéria (Pela Liderança) há mais de 3 anos
264,22.0,141622,0,Co-autor de PEC
265,22.0,141900,8,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
266,22.0,141944,11,Discursou sobre a matéria (Pela ordem) há menos de 1 ano - Autor de emenda há mais de 3 anos
267,22.0,142016,2,Discursou sobre a matéria (Discurso) há mais de 3 anos
268,22.0,142206,0,Co-autor de PEC
269,22.0,142263,5,Autor de emenda há mais de 3 anos
270,22.0,142535,5,Autor de emenda há mais de 3 anos
271,22.0,142971,0,Co-autor de PEC
272,22.0,143127,-5,Foi relator mas houve redistribuição da relatoria em CI
273,22.0,143258,5,Autor de emenda há mais de 3 anos
274,22.0,143524,0,Co-autor de PEC
275,22.0,143551,5,Autor de emenda há mais de 3 anos
276,22.0,143716,3,Co-autor da matéria há mais de 3 anos
277,22.0,143914,0,Foi designado como relator mas a matéria foi prejudicada em CMA
278,22.0,143926,17,Co-autor da matéria há mais de 3 anos - Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Autor de emenda há menos de 3 anos
279,22.0,144067,0,Co-autor de PEC
280,22.0,144138,0,Co-autor de PEC
281,22.0,144350,3,Co-autor da matéria há mais de 3 anos
282,22.0,144385,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
283,22.0,144416,5,Autor de emenda há mais de 3 anos
284,22.0,144445,5,Autor de emenda há mais de 3 anos
285,22.0,144534,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
286,22.0,144585,2,Discursou sobre a matéria (Pela ordem) há mais de 3 anos
287,22.0,144663,0,Co-autor de PEC
288,22.0,144893,0,Co-autor de PEC
289,22.0,144949,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
290,22.0,145023,0,Co-autor de PEC
291,22.0,145025,5,Autor de emenda há mais de 3 anos
292,22.0,145444,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
293,22.0,145446,6,Autor principal da matéria há menos de 3 anos
294,22.0,145532,0,Foi designado como relator mas a matéria foi prejudicada em CSP
295,22.0,145593,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
296,22.0,145741,0,Foi designado como relator mas a matéria foi prejudicada em CSP
297,22.0,145871,4,Co-autor da matéria há menos de 3 anos
298,22.0,145887,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
299,22.0,146055,8,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
300,22.0,146148,6,Autor de emenda há menos de 3 anos
301,22.0,146154,6,Autor de emenda há menos de 3 anos
302,22.0,146172,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
303,22.0,146245,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
304,22.0,146270,6,Relatou a matéria há menos de 3 anos em PLEN
305,22.0,146363,10,Relatou a matéria há menos de 3 anos em PLEN - Discursou sobre a matéria (Discurso) há menos de 3 anos
306,22.0,146639,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
307,22.0,146740,10,Discursou sobre a matéria (Discussão) há menos de 3 anos - Autor de emenda há menos de 3 anos
308,22.0,146827,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
309,22.0,147133,8,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
310,22.0,147388,8,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discussão) há menos de 3 anos
311,22.0,147409,8,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
312,22.0,147434,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
313,22.0,147571,6,Autor de emenda há menos de 3 anos
314,22.0,147621,6,Autor principal da matéria há menos de 3 anos
315,22.0,147627,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
316,22.0,147745,0,Co-autor de PEC
317,22.0,147788,14,Autor principal da matéria há menos de 3 anos - Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
318,22.0,147864,10,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Autor de emenda há menos de 3 anos
319,22.0,147920,4,Co-autor da matéria há menos de 3 anos
320,22.0,147969,6,Autor de emenda há menos de 3 anos
321,22.0,148003,6,Relatou a matéria há menos de 3 anos em PLEN
322,22.0,148029,0,Co-autor de PEC
323,22.0,148030,7,Co-autor de PEC - Relatou a matéria há menos de 1 ano em CCJ
324,22.0,148102,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
325,22.0,148141,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
326,22.0,148171,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
327,22.0,148214,14,Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Discussão) há menos de 3 anos - Autor de emenda há menos de 3 anos
328,22.0,148277,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
329,22.0,148281,10,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Autor de emenda há menos de 3 anos
330,22.0,148331,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
331,22.0,148344,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
332,22.0,148376,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
333,22.0,148397,0,Co-autor de PEC
334,22.0,148405,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
335,22.0,148410,0,Co-autor de PEC
336,22.0,148429,6,Autor de emenda há menos de 3 anos
337,22.0,148475,7,Relatou a matéria há menos de 1 ano em CE
338,22.0,148484,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
339,22.0,148496,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
340,22.0,148501,12,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
341,22.0,148506,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
342,22.0,148567,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
343,22.0,148590,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
344,22.0,148606,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
345,22.0,148741,18,Discursou sobre a matéria (Encaminhamento) há menos de 3 anos - Discursou sobre a matéria (Pela Liderança) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Autor de emenda há menos de 3 anos
346,22.0,148743,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
347,22.0,148785,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
348,22.0,149041,4,Relator atual designado há menos de 1 ano em CAE
349,22.0,149045,6,Autor de emenda há menos de 3 anos
350,22.0,149082,0,Co-autor de PEC
351,22.0,149175,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
352,22.0,149228,11,Relator atual designado há menos de 1 ano em CAE - Relatou a matéria há menos de 1 ano em CRA
353,22.0,149279,0,Co-autor de PEC
354,22.0,149310,8,Discursou sobre a matéria (Pela Liderança) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
355,22.0,149322,10,Discursou sobre a matéria (Discussão) há menos de 3 anos - Autor de emenda há menos de 3 anos
356,22.0,149340,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
357,22.0,149358,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
358,22.0,149406,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
359,22.0,149408,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
360,22.0,149416,6,Autor principal da matéria há menos de 3 anos
361,22.0,149435,6,Relatou a matéria há menos de 3 anos em CRA
362,22.0,149458,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
363,22.0,149475,8,Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
364,22.0,149491,0,Co-autor de PEC
365,22.0,149497,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
366,22.0,149498,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
367,22.0,149510,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
368,22.0,149621,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
369,22.0,149628,6,Autor principal da matéria há menos de 3 anos
370,22.0,149648,12,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
371,22.0,149661,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
372,22.0,149699,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
373,22.0,149718,10,Discursou sobre a matéria (Discussão) há menos de 3 anos - Autor de emenda há menos de 3 anos
374,22.0,149726,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
375,22.0,149728,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
376,22.0,149734,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
